"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Transcript Product Description","Is Pseudo"
"PY17X_1439700","PY17X_1439700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,523,658..1,523,800(-)","small nucleolar RNA snoR15","143","small nucleolar RNA snoR15","No"
"PY17X_1439800","PY17X_1439800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,524,886..1,527,312(-)","endoplasmin, putative","2427","endoplasmin, putative","No"
"PY17X_1439900","PY17X_1439900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,529,714..1,531,847(-)","diphthine--ammonia ligase, putative","744","diphthine--ammonia ligase, putative","No"
"PY17X_1440000","PY17X_1440000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,542,625..1,549,650(+)","AP2 domain transcription factor AP2-G","7026","AP2 domain transcription factor AP2-G","No"
"PY17X_1440100","PY17X_1440100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,551,811..1,552,365(+)","glideosome-associated protein 45, putative","555","glideosome-associated protein 45, putative","No"
"PY17X_1440200","PY17X_1440200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,553,265..1,554,947(-)","conserved Plasmodium protein, unknown function","786","conserved Plasmodium protein, unknown function","No"
"PY17X_1440300","PY17X_1440300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,555,979..1,557,809(+)","conserved Plasmodium protein, unknown function","1449","conserved Plasmodium protein, unknown function","No"
"PY17X_1440400","PY17X_1440400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,557,973..1,558,916(-)","conserved Plasmodium protein, unknown function","402","conserved Plasmodium protein, unknown function","No"
"PY17X_1440500","PY17X_1440500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,560,640..1,562,654(-)","cAMP-dependent protein kinase regulatory subunit, putative","1296","cAMP-dependent protein kinase regulatory subunit, putative","No"
"PY17X_1440600","PY17X_1440600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,565,232..1,566,605(+)","nucleus export protein BRR6, putative","1374","nucleus export protein BRR6, putative","No"
"PY17X_1440700","PY17X_1440700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,567,784..1,571,533(-)","DNA gyrase subunit A, putative","3750","DNA gyrase subunit A, putative","No"
"PY17X_1440800","PY17X_1440800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,573,344..1,579,321(+)","phospholipid-transporting ATPase, putative","4908","phospholipid-transporting ATPase, putative","No"
"PY17X_1440900","PY17X_1440900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,579,468..1,593,057(-)","conserved Plasmodium protein, unknown function","13194","conserved Plasmodium protein, unknown function","No"
"PY17X_1441000","PY17X_1441000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,594,356..1,599,382(-)","conserved Plasmodium protein, unknown function","4773","conserved Plasmodium protein, unknown function","No"
"PY17X_1441100","PY17X_1441100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,600,516..1,601,496(+)","vacuolar iron transporter, putative","822","vacuolar iron transporter, putative","No"
"PY17X_1441200","PY17X_1441200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,602,627..1,603,574(+)","citrate/oxoglutarate carrier protein, putative","948","citrate/oxoglutarate carrier protein, putative","No"
"PY17X_1441300","PY17X_1441300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,604,053..1,604,751(-)","50S ribosomal protein L24, putative","699","50S ribosomal protein L24, putative","No"
"PY17X_1441400","PY17X_1441400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,605,647..1,606,594(+)","GTP cyclohydrolase 1, putative","948","GTP cyclohydrolase 1, putative","No"
"PY17X_1441500","PY17X_1441500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,607,517..1,608,570(-)","conserved protein, unknown function","576","conserved protein, unknown function","No"
"PY17X_1441600","PY17X_1441600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,611,784..1,614,851(+)","BRO1 domain-containing protein, putative","2541","BRO1 domain-containing protein, putative","No"
"PY17X_1441700","PY17X_1441700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,617,441..1,619,966(+)","polyadenylate-binding protein 1","2526","polyadenylate-binding protein 1","No"
"PY17X_1441800","PY17X_1441800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,622,088..1,623,982(+)","WD repeat-containing protein, putative","1740","WD repeat-containing protein, putative","No"
"PY17X_1441900","PY17X_1441900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,625,681..1,626,753(+)","histone chaperone ASF1, putative","795","histone chaperone ASF1, putative","No"
"PY17X_1442000","PY17X_1442000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,627,729..1,628,924(-)","cytochrome c heme lyase, putative","702","cytochrome c heme lyase, putative","No"
"PY17X_1442100","PY17X_1442100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,630,497..1,633,946(-)","conserved Plasmodium protein, unknown function","3450","conserved Plasmodium protein, unknown function","No"
"PY17X_1442200","PY17X_1442200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,635,117..1,636,070(+)","conserved protein, unknown function","954","conserved protein, unknown function","No"
"PY17X_1442300","PY17X_1442300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,636,639..1,637,157(-)","splicing factor 3B subunit 6, putative","336","splicing factor 3B subunit 6, putative","No"
"PY17X_1442400","PY17X_1442400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,637,821..1,643,016(-)","conserved Plasmodium protein, unknown function","4908","conserved Plasmodium protein, unknown function","No"
"PY17X_1442500","PY17X_1442500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,643,811..1,649,544(+)","isoleucine--tRNA ligase, putative","4842","isoleucine--tRNA ligase, putative","No"
"PY17X_1442600","PY17X_1442600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,649,815..1,652,584(-)","conserved Plasmodium protein, unknown function","2463","conserved Plasmodium protein, unknown function","No"
"PY17X_1442700","PY17X_1442700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,653,683..1,654,773(+)","conserved protein, unknown function","861","conserved protein, unknown function","No"
"PY17X_1442800","PY17X_1442800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,655,367..1,656,005(-)","rRNA-processing protein, putative","639","rRNA-processing protein, putative","No"
"PY17X_1442900","PY17X_1442900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,656,845..1,658,343(+)","small subunit rRNA processing factor, putative","1257","small subunit rRNA processing factor, putative","No"
"PY17X_1443000","PY17X_1443000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,658,698..1,661,680(-)","conserved Plasmodium protein, unknown function","2349","conserved Plasmodium protein, unknown function","No"
"PY17X_1443100","PY17X_1443100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,663,044..1,667,330(-)","VAC14 domain-containing protein, putative","4287","VAC14 domain-containing protein, putative","No"
"PY17X_1443200","PY17X_1443200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,669,651..1,673,355(+)","ubiquitin-activating enzyme E1, putative","3363","ubiquitin-activating enzyme E1, putative","No"
"PY17X_1443300","PY17X_1443300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,674,047..1,676,035(-)","conserved Plasmodium protein, unknown function","1989","conserved Plasmodium protein, unknown function","No"
"PY17X_1443400","PY17X_1443400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,678,415..1,680,992(-)","conserved protein, unknown function","2367","conserved protein, unknown function","No"
"PY17X_1443500","PY17X_1443500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,683,189..1,683,944(+)","haloacid dehalogenase-like hydrolase, putative","756","haloacid dehalogenase-like hydrolase, putative","No"
"PY17X_1443600","PY17X_1443600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,685,980..1,686,846(+)","haloacid dehalogenase-like hydrolase, putative","867","haloacid dehalogenase-like hydrolase, putative","No"
"PY17X_1443700","PY17X_1443700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,687,130..1,690,206(-)","conserved Plasmodium protein, unknown function","2421","conserved Plasmodium protein, unknown function","No"
"PY17X_1443800","PY17X_1443800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,691,316..1,695,206(+)","heptatricopeptide repeat and RAP domain-containing protein, putative","3891","heptatricopeptide repeat and RAP domain-containing protein, putative","No"
"PY17X_1443900","PY17X_1443900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,696,084..1,697,009(-)","proliferating cell nuclear antigen 2, putative","795","proliferating cell nuclear antigen 2, putative","No"
"PY17X_1444000","PY17X_1444000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,699,639..1,701,465(+)","U3 small nucleolar RNA-interacting protein 2, putative","1827","U3 small nucleolar RNA-interacting protein 2, putative","No"
"PY17X_1444100","PY17X_1444100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,703,114..1,705,014(+)","ataxin-3, putative","1155","ataxin-3, putative","No"
"PY17X_1444200","PY17X_1444200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,706,050..1,707,420(-)","parasitophorous vacuolar protein 2, putative","1371","parasitophorous vacuolar protein 2, putative","No"
"PY17X_1444300","PY17X_1444300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,709,127..1,709,603(-)","conserved Plasmodium protein, unknown function","477","conserved Plasmodium protein, unknown function","No"
"PY17X_1444400","PY17X_1444400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,710,568..1,712,715(-)","DNA helicase 60, putative","2148","DNA helicase 60, putative","No"
"PY17X_1444500","PY17X_1444500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,714,844..1,720,759(+)","potassium channel K1, putative","5781","potassium channel K1, putative","No"
"PY17X_1444600","PY17X_1444600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,721,740..1,725,228(+)","conserved Plasmodium protein, unknown function","3489","conserved Plasmodium protein, unknown function","No"
"PY17X_1444700","PY17X_1444700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,730,814..1,747,680(-)","protein SOC2, putative","16863","protein SOC2, putative","No"
"PY17X_1444800","PY17X_1444800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,751,143..1,753,611(+)","conserved Plasmodium protein, unknown function","2469","conserved Plasmodium protein, unknown function","No"
"PY17X_1444900","PY17X_1444900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,754,603..1,757,481(-)","conserved Plasmodium protein, unknown function","2445","conserved Plasmodium protein, unknown function","No"
"PY17X_1445000","PY17X_1445000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,759,630..1,762,863(-)","elongator complex protein 3, putative","3234","elongator complex protein 3, putative","No"
"PY17X_1445100","PY17X_1445100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,763,879..1,765,498(+)","RNA pseudouridylate synthase, putative","1620","RNA pseudouridylate synthase, putative","No"
"PY17X_1445200","PY17X_1445200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,765,940..1,766,383(+)","conserved protein, unknown function","444","conserved protein, unknown function","No"
"PY17X_1445300","PY17X_1445300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,766,532..1,768,148(-)","leucine-rich repeat protein","1260","leucine-rich repeat protein","No"
"PY17X_1445400","PY17X_1445400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,769,154..1,771,469(+)","conserved Plasmodium protein, unknown function","2316","conserved Plasmodium protein, unknown function","No"
"PY17X_1445500","PY17X_1445500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,773,258..1,776,226(+)","NIMA related kinase 1, putative","2808","NIMA related kinase 1, putative","No"
"PY17X_1445600","PY17X_1445600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,777,780..1,781,309(+)","conserved Plasmodium protein, unknown function","3342","conserved Plasmodium protein, unknown function","No"
"PY17X_1445700","PY17X_1445700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,782,626..1,784,300(+)","RNA pseudouridylate synthase, putative","1194","RNA pseudouridylate synthase, putative","No"
"PY17X_1445800","PY17X_1445800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,784,780..1,786,816(-)","merozoite surface protein 9, putative","2037","merozoite surface protein 9, putative","No"
"PY17X_1445900","PY17X_1445900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,789,927..1,793,121(+)","conserved Plasmodium protein, unknown function","3090","conserved Plasmodium protein, unknown function","No"
"PY17X_1446000","PY17X_1446000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,793,282..1,800,715(-)","WD repeat-containing protein, putative","7434","WD repeat-containing protein, putative","No"
"PY17X_1446100","PY17X_1446100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,802,129..1,806,655(-)","conserved Plasmodium protein, unknown function","4527","conserved Plasmodium protein, unknown function","No"
"PY17X_1446200","PY17X_1446200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,808,055..1,813,159(+)","conserved Plasmodium protein, unknown function","2292","conserved Plasmodium protein, unknown function","No"
"PY17X_1446300","PY17X_1446300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,813,581..1,819,508(-)","multidrug resistance-associated protein 2, putative","5928","multidrug resistance-associated protein 2, putative","No"
"PY17X_1446400","PY17X_1446400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,824,588..1,826,798(+)","conserved Plasmodium protein, unknown function","2211","conserved Plasmodium protein, unknown function","No"
"PY17X_1446500","PY17X_1446500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,828,002..1,828,485(+)","macrophage migration inhibitory factor","351","macrophage migration inhibitory factor","No"
"PY17X_1446600","PY17X_1446600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,830,331..1,832,073(+)","T-complex protein 1 subunit gamma, putative","1629","T-complex protein 1 subunit gamma, putative","No"
"PY17X_1446700","PY17X_1446700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,832,492..1,835,221(-)","conserved Plasmodium protein, unknown function","2730","conserved Plasmodium protein, unknown function","No"
"PY17X_1446800","PY17X_1446800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,835,666..1,836,198(+)","conserved protein, unknown function","249","conserved protein, unknown function","No"
"PY17X_1446900","PY17X_1446900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,836,339..1,838,366(+)","conserved Plasmodium protein, unknown function","2028","conserved Plasmodium protein, unknown function","No"
"PY17X_1447000","PY17X_1447000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,838,444..1,844,552(-)","myosin J, putative","5547","myosin J, putative","No"
"PY17X_1447100","PY17X_1447100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,845,631..1,850,679(-)","conserved Plasmodium protein, unknown function","2058","conserved Plasmodium protein, unknown function","No"
"PY17X_1447200","PY17X_1447200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,851,328..1,857,947(+)","TBC domain-containing protein, putative","5184","TBC domain-containing protein, putative","No"
"PY17X_1447300","PY17X_1447300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,858,403..1,859,815(-)","thioredoxin-like associated protein 1, putative","1413","thioredoxin-like associated protein 1, putative","No"
"PY17X_1447400","PY17X_1447400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,862,383..1,865,510(+)","vacuolar transporter chaperone, putative","2919","vacuolar transporter chaperone, putative","No"
"PY17X_1447500","PY17X_1447500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,866,002..1,866,935(-)","subpellicular microtubule protein 2, putative","777","subpellicular microtubule protein 2, putative","No"
"PY17X_1447600","PY17X_1447600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,868,139..1,869,296(-)","ATP-dependent protease subunit ClpQ, putative","624","ATP-dependent protease subunit ClpQ, putative","No"
"PY17X_1447700","PY17X_1447700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,870,351..1,871,655(-)","WD repeat-containing protein, putative","1305","WD repeat-containing protein, putative","No"
"PY17X_1447800","PY17X_1447800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,872,773..1,874,006(+)","sun-family protein, putative","1131","sun-family protein, putative","No"
"PY17X_1447900","PY17X_1447900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,875,827..1,877,993(+)","protein transport protein SEC13, putative","2073","protein transport protein SEC13, putative","No"
"PY17X_1448000","PY17X_1448000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,879,473..1,881,359(+)","pre-mRNA-splicing regulator, putative","1665","pre-mRNA-splicing regulator, putative","No"
"PY17X_1448100","PY17X_1448100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,882,861..1,885,281(+)","serine/threonine protein kinase RIO1, putative","2421","serine/threonine protein kinase RIO1, putative","No"
"PY17X_1448200","PY17X_1448200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,885,810..1,889,540(+)","conserved Plasmodium protein, unknown function","2781","conserved Plasmodium protein, unknown function","No"
"PY17X_1448300","PY17X_1448300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,890,719..1,892,018(+)","ras-related protein Rab-2, putative","642","ras-related protein Rab-2, putative","No"
"PY17X_1448400","PY17X_1448400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,892,683..1,893,798(-)","conserved Plasmodium protein, unknown function","1116","conserved Plasmodium protein, unknown function","No"
"PY17X_1448500","PY17X_1448500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,899,656..1,902,412(-)","conserved Plasmodium protein, unknown function","2757","conserved Plasmodium protein, unknown function","No"
"PY17X_1448600","PY17X_1448600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,903,661..1,909,216(-)","amino acid transporter, putative","5325","amino acid transporter, putative","No"
"PY17X_1448700","PY17X_1448700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,911,049..1,911,477(+)","mitosis protein dim1, putative","429","mitosis protein dim1, putative","No"
"PY17X_1448800","PY17X_1448800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,912,879..1,916,073(-)","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative","3195","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative","No"
"PY17X_1448900","PY17X_1448900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,917,837..1,918,220(-)","conserved protein, unknown function","204","conserved protein, unknown function","No"
"PY17X_1449000","PY17X_1449000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,925,887..1,931,196(+)","asparagine-rich protein, putative","5310","asparagine-rich protein, putative","No"
"PY17X_1449100","PY17X_1449100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,933,137..1,936,229(+)","WD repeat-containing protein, putative","3093","WD repeat-containing protein, putative","No"
"PY17X_1449200","PY17X_1449200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,936,303..1,938,216(-)","phenylalanine--tRNA ligase, putative","1830","phenylalanine--tRNA ligase, putative","No"
"PY17X_1449300","PY17X_1449300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,939,180..1,941,822(-)","60 kDa chaperonin, putative","2130","60 kDa chaperonin, putative","No"
"PY17X_1449400","PY17X_1449400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,943,496..1,945,233(+)","dihydrolipoyl dehydrogenase, mitochondrial, putative","1551","dihydrolipoyl dehydrogenase, mitochondrial, putative","No"
"PY17X_1449500","PY17X_1449500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,946,445..1,947,434(+)","cytochrome b5, putative","456","cytochrome b5, putative","No"
"PY17X_1449600","PY17X_1449600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,947,786..1,948,751(-)","CWC16 domain-containing protein, putative","966","CWC16 domain-containing protein, putative","No"
"PY17X_1449700","PY17X_1449700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,949,997..1,952,605(-)","CG2-related protein, putative","2427","CG2-related protein, putative","No"
"PY17X_1449800","PY17X_1449800.1","P. yoelii yoelii 17X","Py17X_14_v3:1,953,768..1,954,715(+)","conserved Plasmodium protein, unknown function","948","conserved Plasmodium protein, unknown function","No"
"PY17X_1449900","PY17X_1449900.1","P. yoelii yoelii 17X","Py17X_14_v3:1,955,522..1,960,108(+)","conserved Plasmodium protein, unknown function","2508","conserved Plasmodium protein, unknown function","No"
"PY17X_1450000","PY17X_1450000.1","P. yoelii yoelii 17X","Py17X_14_v3:1,960,210..1,961,009(-)","conserved Plasmodium protein, unknown function","417","conserved Plasmodium protein, unknown function","No"
"PY17X_1450100","PY17X_1450100.1","P. yoelii yoelii 17X","Py17X_14_v3:1,961,336..1,964,045(-)","nucleotidyltransferase, putative","1395","nucleotidyltransferase, putative","No"
"PY17X_1450200","PY17X_1450200.1","P. yoelii yoelii 17X","Py17X_14_v3:1,965,321..1,967,630(-)","elongation factor G, putative","2310","elongation factor G, putative","No"
"PY17X_1450300","PY17X_1450300.1","P. yoelii yoelii 17X","Py17X_14_v3:1,969,247..1,969,717(+)","conserved protein, unknown function","471","conserved protein, unknown function","No"
"PY17X_1450400","PY17X_1450400.1","P. yoelii yoelii 17X","Py17X_14_v3:1,970,679..1,975,821(-)","conserved Plasmodium protein, unknown function","4638","conserved Plasmodium protein, unknown function","No"
"PY17X_1450500","PY17X_1450500.1","P. yoelii yoelii 17X","Py17X_14_v3:1,981,980..1,985,627(+)","pentatricopeptide repeat domain-containing protein, putative","3648","pentatricopeptide repeat domain-containing protein, putative","No"
"PY17X_1450600","PY17X_1450600.1","P. yoelii yoelii 17X","Py17X_14_v3:1,986,052..1,988,308(-)","conserved Plasmodium protein, unknown function","1728","conserved Plasmodium protein, unknown function","No"
"PY17X_1450700","PY17X_1450700.1","P. yoelii yoelii 17X","Py17X_14_v3:1,990,875..2,005,523(+)","asparagine/aspartate rich protein, putative","14076","asparagine/aspartate rich protein, putative","No"
"PY17X_1450800","PY17X_1450800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,006,354..2,007,877(+)","homocysteine S-methyltransferase, putative","1524","homocysteine S-methyltransferase, putative","No"
"PY17X_1450900","PY17X_1450900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,007,996..2,008,908(-)","conserved protein, unknown function","642","conserved protein, unknown function","No"
"PY17X_1451000","PY17X_1451000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,010,771..2,014,263(+)","sentrin-specific protease 1, putative","3162","sentrin-specific protease 1, putative","No"
"PY17X_1451100","PY17X_1451100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,015,221..2,016,745(-)","conserved Plasmodium protein, unknown function","1317","conserved Plasmodium protein, unknown function","No"
"PY17X_1451200","PY17X_1451200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,018,009..2,027,557(+)","bromodomain protein, putative","9549","bromodomain protein, putative","No"
"PY17X_1451300","PY17X_1451300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,028,589..2,033,976(+)","helicase, putative","5388","helicase, putative","No"
"PY17X_1451400","PY17X_1451400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,034,077..2,036,104(-)","DNA polymerase epsilon subunit B, putative","1872","DNA polymerase epsilon subunit B, putative","No"
"PY17X_1451500","PY17X_1451500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,037,370..2,039,801(-)","microgamete surface protein MiGS","1785","microgamete surface protein MiGS","No"
"PY17X_1451600","PY17X_1451600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,041,117..2,042,184(-)","conserved Plasmodium protein, unknown function","1068","conserved Plasmodium protein, unknown function","No"
"PY17X_1451700","PY17X_1451700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,043,235..2,046,060(-)","protein TOC75, putative","2826","protein TOC75, putative","No"
"PY17X_1451800","PY17X_1451800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,047,598..2,049,375(-)","upregulated in late gametocytes ULG8, putative","1626","upregulated in late gametocytes ULG8, putative","No"
"PY17X_1451900","PY17X_1451900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,052,064..2,056,417(+)","splicing factor 3B subunit 3, putative","3642","splicing factor 3B subunit 3, putative","No"
"PY17X_1452000","PY17X_1452000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,057,687..2,058,584(+)","conserved Plasmodium protein, unknown function","447","conserved Plasmodium protein, unknown function","No"
"PY17X_1452100","PY17X_1452100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,059,484..2,061,059(+)","PIH1 domain-containing protein, putative","1245","PIH1 domain-containing protein, putative","No"
"PY17X_1452200","PY17X_1452200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,061,534..2,061,847(-)","conserved protein, unknown function","207","conserved protein, unknown function","No"
"PY17X_1452300","PY17X_1452300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,063,550..2,066,703(-)","inorganic pyrophosphatase, putative","3024","inorganic pyrophosphatase, putative","No"
"PY17X_1452400","PY17X_1452400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,069,695..2,073,921(+)","CCR4-NOT transcription complex subunit 4, putative","4227","CCR4-NOT transcription complex subunit 4, putative","No"
"PY17X_1452500","PY17X_1452500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,074,711..2,077,656(-)","tetQ family GTPase, putative","2946","tetQ family GTPase, putative","No"
"PY17X_1452600","PY17X_1452600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,078,909..2,080,894(+)","mRNA methyltransferase, putative","1986","mRNA methyltransferase, putative","No"
"PY17X_1452700","PY17X_1452700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,082,101..2,083,784(+)","serine hydroxymethyltransferase, putative","1329","serine hydroxymethyltransferase, putative","No"
"PY17X_1452800","PY17X_1452800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,085,608..2,087,209(+)","ATP synthase subunit beta, mitochondrial, putative","1602","ATP synthase subunit beta, mitochondrial, putative","No"
"PY17X_1452900","PY17X_1452900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,087,847..2,095,712(-)","conserved Plasmodium protein, unknown function","5682","conserved Plasmodium protein, unknown function","No"
"PY17X_1453000","PY17X_1453000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,096,843..2,100,178(-)","pre-mRNA-splicing factor SYF1, putative","2769","pre-mRNA-splicing factor SYF1, putative","No"
"PY17X_1453100","PY17X_1453100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,101,514..2,102,365(+)","vesicle transport v-SNARE protein VTI1, putative","852","vesicle transport v-SNARE protein VTI1, putative","No"
"PY17X_1453200","PY17X_1453200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,104,344..2,105,579(-)","clustered-asparagine-rich protein, putative","1236","clustered-asparagine-rich protein, putative","No"
"PY17X_1453300","PY17X_1453300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,107,941..2,110,529(-)","conserved Plasmodium protein, unknown function","2589","conserved Plasmodium protein, unknown function","No"
"PY17X_1453400","PY17X_1453400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,112,291..2,113,541(+)","conserved protein, unknown function","1251","conserved protein, unknown function","No"
"PY17X_1453500","PY17X_1453500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,114,370..2,116,486(+)","conserved Plasmodium protein, unknown function","1803","conserved Plasmodium protein, unknown function","No"
"PY17X_1453600","PY17X_1453600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,117,011..2,117,781(-)","conserved Plasmodium protein, unknown function","771","conserved Plasmodium protein, unknown function","No"
"PY17X_1453700","PY17X_1453700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,119,258..2,119,954(-)","p25-alpha family protein, putative","459","p25-alpha family protein, putative","No"
"PY17X_1453800","PY17X_1453800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,121,645..2,123,126(-)","S-adenosyl-methyltransferase, putative","1482","S-adenosyl-methyltransferase, putative","No"
