# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1127921	1130164	-							PVVCY_1403160	2244		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1127921	1130164	-	VEV59073.1			proline--tRNA ligase, putative			PVVCY_1403160	2244	747	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1131972	1135026	-							PVVCY_1403170	3055		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1131972	1135026	-	VEV59074.1			conserved Plasmodium protein, unknown function			PVVCY_1403170	2865	954	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1136563	1137163	-							PVVCY_1403180	601		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1136563	1137163	-	VEV59075.1			conserved Plasmodium protein, unknown function			PVVCY_1403180	420	139	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1138017	1142223	+							PVVCY_1403190	4207		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1138017	1142223	+	VEV59076.1			GPI ethanolamine phosphate transferase 3, putative			PVVCY_1403190	3816	1271	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1142225	1143437	-							PVVCY_1403200	1213		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1142225	1143437	-	VEV59077.1			histone-lysine N-methyltransferase, putative			PVVCY_1403200	582	193	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1144209	1145961	-							PVVCY_1403210	1753		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1144209	1145961	-	VEV59078.1			geranylgeranyl transferase type2 beta subunit, putative			PVVCY_1403210	1593	530	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1146112	1146613	-							PVVCY_1403220	502		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1146112	1146613	-	VEV59079.1			ER membrane protein complex subunit 6, putative			PVVCY_1403220	315	104	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1148033	1149205	+							PVVCY_1403230	1173		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1148033	1149205	+	VEV59080.1			conserved Plasmodium protein, unknown function			PVVCY_1403230	561	186	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1149505	1150461	-							PVVCY_1403240	957		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1149505	1150461	-	VEV59081.1			adrenodoxin-type ferredoxin, putative			PVVCY_1403240	477	158	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1151547	1152011	+							PVVCY_1403250	465		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1151547	1152011	+	VEV59082.1			conserved Plasmodium protein, unknown function			PVVCY_1403250	465	154	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1153179	1154018	+							PVVCY_1403260	840		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1153179	1154018	+	VEV59083.1			conserved Plasmodium protein, unknown function			PVVCY_1403260	330	109	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1155704	1156940	+							PVVCY_1403270	1237		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1155704	1156940	+	VEV59084.1			conserved Plasmodium protein, unknown function			PVVCY_1403270	738	245	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1158109	1158756	+							PVVCY_1403280	648		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1158109	1158756	+	VEV59085.1			thioredoxin peroxidase 2, putative			PVVCY_1403280	648	215	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1160216	1163040	+							PVVCY_1403290	2825		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1160216	1163040	+	VEV59086.1			conserved Plasmodium protein, unknown function			PVVCY_1403290	2616	871	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1164099	1164956	+							PVVCY_1403300	858		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1164099	1164956	+	VEV59087.1			peptidyl-prolyl cis-trans isomerase, putative			PVVCY_1403300	858	285	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1165512	1166188	-							PVVCY_1403310	677		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1165512	1166188	-	VEV59088.1			10 kDa chaperonin, putative			PVVCY_1403310	312	103	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1167460	1169061	-							PVVCY_1403320	1602		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1167460	1169061	-	VEV59089.1			conserved Plasmodium protein, unknown function			PVVCY_1403320	1602	533	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1171473	1171886	+							PVVCY_1403330	414		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1171473	1171886	+	VEV59090.1			conserved Plasmodium protein, unknown function			PVVCY_1403330	414	137	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1172077	1175109	-							PVVCY_1403340	3033		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1172077	1175109	-	VEV59091.1			conserved Plasmodium protein, unknown function			PVVCY_1403340	3033	1010	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1176049	1177107	+							PVVCY_1403350	1059		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1176049	1177107	+	VEV59092.1			conserved Plasmodium protein, unknown function			PVVCY_1403350	1059	352	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1178549	1180324	+							PVVCY_1403360	1776		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1178549	1180324	+	VEV59093.1			serpentine receptor, putative			PVVCY_1403360	1776	591	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1181943	1183574	+							PVVCY_1403370	1632		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1181943	1183574	+	VEV59094.1			serine--tRNA ligase, putative			PVVCY_1403370	1632	543	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1184439	1185302	+							PVVCY_1403380	864		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1184439	1185302	+	VEV59095.1			conserved Plasmodium protein, unknown function			PVVCY_1403380	864	287	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1185865	1187670	+							PVVCY_1403390	1806		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1185865	1187670	+	VEV59096.1			glycerol-3-phosphate dehydrogenase, putative			PVVCY_1403390	1107	368	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1188383	1188811	-							PVVCY_1403400	429		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1188383	1188811	-	VEV59097.1			signal recognition particle subunit SRP19, putative			PVVCY_1403400	429	142	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1190566	1192710	+							PVVCY_1403410	2145		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1190566	1192710	+	VEV59098.1			conserved Plasmodium protein, unknown function			PVVCY_1403410	2145	714	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1193737	1194381	-							PVVCY_1403420	645		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1193737	1194381	-	VEV59099.1			male development gene 1, putative			PVVCY_1403420	645	214	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1195695	1196249	-							PVVCY_1403430	555		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1195695	1196249	-	VEV59100.1			cell traversal protein for ookinetes and sporozoites			PVVCY_1403430	555	184	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1198398	1201373	+							PVVCY_1403440	2976		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1198398	1201373	+	VEV59101.1			perforin-like protein 2			PVVCY_1403440	2976	991	
gene	tRNA	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1201899	1201970	+							PVVCY_1403450	72		
tRNA		GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1201899	1201970	+				tRNA-Pro			PVVCY_1403450	72		
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1204254	1206788	+							PVVCY_1403460	2535		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1204254	1206788	+	VEV59102.1			DNA-binding chaperone, putative			PVVCY_1403460	2535	844	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1207687	1208109	-							PVVCY_1403470	423		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1207687	1208109	-	VEV59103.1			conserved Plasmodium protein, unknown function			PVVCY_1403470	423	140	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1208810	1210644	-							PVVCY_1403480	1835		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1208810	1210644	-	VEV59104.1			meiotic recombination protein SPO11, putative			PVVCY_1403480	987	328	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1211772	1212452	+							PVVCY_1403490	681		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1211772	1212452	+	VEV59105.1			multiple RNA-binding domain-containing protein 1, putative			PVVCY_1403490	681	226	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1212508	1214754	+							PVVCY_1403500	2247		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1212508	1214754	+	VEV59106.1			multiple RNA-binding domain-containing protein 1, putative			PVVCY_1403500	2247	748	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1215991	1218327	+							PVVCY_1403510	2337		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1215991	1218327	+	VEV59107.1			GTP-binding protein, putative			PVVCY_1403510	2337	778	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1218669	1221053	-							PVVCY_1403520	2385		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1218669	1221053	-	VEV59108.1			conserved Plasmodium protein, unknown function			PVVCY_1403520	2385	794	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1224665	1225300	+							PVVCY_1403530	636		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1224665	1225300	+	VEV59109.1			conserved Plasmodium protein, unknown function			PVVCY_1403530	636	211	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1226754	1227440	+							PVVCY_1403540	687		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1226754	1227440	+	VEV59110.1			anaphase-promoting complex subunit 10, putative			PVVCY_1403540	687	228	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1227681	1229039	-							PVVCY_1403550	1359		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1227681	1229039	-	VEV59111.1			conserved Plasmodium protein, unknown function			PVVCY_1403550	1359	452	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1229192	1229446	-							PVVCY_1403560	255		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1229192	1229446	-	VEV59112.1			diphthamide biosynthesis protein 3, putative			PVVCY_1403560	255	84	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1230698	1232223	+							PVVCY_1403570	1526		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1230698	1232223	+	VEV59113.1			PPPDE peptidase domain-containing protein, putative			PVVCY_1403570	1221	406	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1233583	1234632	+							PVVCY_1403580	1050		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1233583	1234632	+	VEV59114.1			thrombospondin-related apical membrane protein, putative			PVVCY_1403580	1050	349	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1235983	1237372	+							PVVCY_1403590	1390		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1235983	1237372	+	VEV59115.1			conserved Plasmodium protein, unknown function			PVVCY_1403590	1224	407	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1238358	1244772	-							PVVCY_1403600	6415		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1238358	1244772	-	VEV59116.1			conserved Plasmodium protein, unknown function			PVVCY_1403600	6123	2040	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1246225	1247931	+							PVVCY_1403610	1707		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1246225	1247931	+	VEV59117.1			AP-2 complex subunit mu, putative			PVVCY_1403610	1707	568	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1249061	1251661	-							PVVCY_1403620	2601		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1249061	1251661	-	VEV59118.1			phosphate translocator, putative			PVVCY_1403620	1428	475	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1253536	1257472	-							PVVCY_1403630	3937		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1253536	1257472	-	VEV59119.1			conserved Plasmodium protein, unknown function			PVVCY_1403630	3411	1136	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1258979	1261695	-							PVVCY_1403640	2717		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1258979	1261695	-	VEV59120.1			arginine--tRNA ligase, putative			PVVCY_1403640	1767	588	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1262694	1264064	-							PVVCY_1403650	1371		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1262694	1264064	-	VEV59121.1			conserved Plasmodium protein, unknown function			PVVCY_1403650	1371	456	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1264781	1266685	-							PVVCY_1403660	1905		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1264781	1266685	-	VEV59122.1			secreted ookinete protein, putative			PVVCY_1403660	1053	350	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1267656	1269914	-							PVVCY_1403670	2259		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1267656	1269914	-	VEV59123.1			conserved Plasmodium protein, unknown function			PVVCY_1403670	2259	752	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1272868	1280802	+							PVVCY_1403680	7935		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1272868	1280802	+	VEV59124.1			formin 2, putative			PVVCY_1403680	7935	2644	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1283749	1289706	+							PVVCY_1403690	5958		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1283749	1289706	+	VEV59125.1			clathrin heavy chain, putative			PVVCY_1403690	5958	1985	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1290615	1295341	-							PVVCY_1403700	4727		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1290615	1295341	-	VEV59126.1			aminophospholipid-transporting P-ATPase, putative			PVVCY_1403700	4413	1470	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1297079	1297651	-							PVVCY_1403710	573		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1297079	1297651	-	VEV59127.1			raf kinase inhibitor, putative			PVVCY_1403710	573	190	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1300519	1301202	+							PVVCY_1403720	684		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1300519	1301202	+	VEV59128.1			ribulose-phosphate 3-epimerase, putative			PVVCY_1403720	684	227	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1302295	1303737	-							PVVCY_1403730	1443		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1302295	1303737	-	VEV59129.1			zinc finger protein, putative			PVVCY_1403730	1443	480	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1306092	1307969	+							PVVCY_1403740	1878		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1306092	1307969	+	VEV59130.1			pre-mRNA-processing factor 17, putative			PVVCY_1403740	1878	625	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1308666	1315052	-							PVVCY_1403750	6387		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1308666	1315052	-	VEV59131.1			conserved Plasmodium protein, unknown function			PVVCY_1403750	6261	2086	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1315888	1324083	+							PVVCY_1403760	8196		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1315888	1324083	+	VEV59132.1			conserved Plasmodium protein, unknown function			PVVCY_1403760	7395	2464	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1324619	1326028	+							PVVCY_1403770	1410		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1324619	1326028	+	VEV59133.1			debranching enzyme-associated ribonuclease, putative			PVVCY_1403770	1410	469	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1326362	1327402	-							PVVCY_1403780	1041		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1326362	1327402	-	VEV59134.1			ribosome biogenesis protein TSR3, putative			PVVCY_1403780	1041	346	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1328170	1329687	+							PVVCY_1403790	1518		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1328170	1329687	+	VEV59135.1			conserved Plasmodium protein, unknown function			PVVCY_1403790	996	331	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1330305	1333522	-							PVVCY_1403800	3218		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1330305	1333522	-	VEV59136.1			conserved Plasmodium protein, unknown function			PVVCY_1403800	2076	691	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1335918	1336526	-							PVVCY_1403810	609		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1335918	1336526	-	VEV59137.1			heterochromatin protein 1, putative			PVVCY_1403810	609	202	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1341119	1347219	-							PVVCY_1403820	6101		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1341119	1347219	-	VEV59138.1			histone-lysine N-methyltransferase, H3 lysine-4 specific, putative			PVVCY_1403820	6009	2002	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1350270	1352393	+							PVVCY_1403830	2124		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1350270	1352393	+	VEV59139.1			conserved Plasmodium protein, unknown function			PVVCY_1403830	783	260	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1353294	1354125	+							PVVCY_1403840	832		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1353294	1354125	+	VEV59140.1			conserved Plasmodium protein, unknown function			PVVCY_1403840	306	101	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1354426	1357739	-							PVVCY_1403850	3314		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1354426	1357739	-	VEV59141.1			conserved Plasmodium protein, unknown function			PVVCY_1403850	2130	709	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1360294	1361832	+							PVVCY_1403860	1539		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1360294	1361832	+	VEV59142.1			inner membrane complex protein 1h, putative			PVVCY_1403860	1539	512	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1362825	1365278	+							PVVCY_1403870	2454		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1362825	1365278	+	VEV59143.1			conserved Plasmodium protein, unknown function			PVVCY_1403870	2454	817	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1366142	1367479	+							PVVCY_1403880	1338		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1366142	1367479	+	VEV59144.1			protein TSSC1, putative			PVVCY_1403880	1338	445	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1368404	1370903	+							PVVCY_1403890	2500		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1368404	1370903	+	VEV59145.1			FbpA domain protein, putative			PVVCY_1403890	2388	795	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1371459	1373681	+							PVVCY_1403900	2223		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1371459	1373681	+	VEV59146.1			conserved Plasmodium protein, unknown function			PVVCY_1403900	2223	740	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1374367	1376466	-							PVVCY_1403910	2100		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1374367	1376466	-	VEV59147.1			conserved Plasmodium protein, unknown function			PVVCY_1403910	2100	699	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1378451	1379977	-							PVVCY_1403920	1527		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1378451	1379977	-	VEV59148.1			conserved Plasmodium protein, unknown function			PVVCY_1403920	1527	508	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1382543	1384951	-							PVVCY_1403940	2409		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1382543	1384951	-	VEV59149.1			endoplasmin, putative			PVVCY_1403940	2409	802	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1387214	1389296	-							PVVCY_1403950	2083		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1387214	1389296	-	VEV59150.1			diphthine--ammonia ligase, putative			PVVCY_1403950	744	247	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1399386	1406303	+							PVVCY_1403960	6918		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1399386	1406303	+	VEV59151.1			transcription factor with AP2 domain(s), putative			PVVCY_1403960	6918	2305	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1408440	1408997	+							PVVCY_1403970	558		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1408440	1408997	+	VEV59152.1			glideosome-associated protein 45, putative			PVVCY_1403970	558	185	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1409892	1411453	-							PVVCY_1403980	1562		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1409892	1411453	-	VEV59153.1			conserved Plasmodium protein, unknown function			PVVCY_1403980	786	261	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1412425	1413995	+							PVVCY_1403990	1571		
