"Id" "label" "source" "subfam" "expt" "I1.2" "I1.4" "I1.8" "I2.5" "I2" "I3" "I4" "I6"
"3574" 3574 "PVP01_0201500" "P01" "P01" "known" 2 10 40 42 36 57 57 57
"3575" 3575 "PVP01_0003890" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3576" 3576 "PVP01_0001910" "P01" "P01" "known" 6 8 10 26 10 24 78 83
"3577" 3577 "PVX_015635" "Sal1" "E" "known" 1 1 7 6 7 6 6 5
"3578" 3578 "PVP01_0006070" "P01" "P01" "known" 8 11 30 38 33 35 34 42
"3579" 3579 "PVP01_0010730" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3580" 3580 "PVP01_0003770" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3581" 3581 "PVP01_0009470" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3582" 3582 "PVP01_0839300" "P01" "P01" "known" 7 14 18 22 19 20 20 20
"3583" 3583 "PVP01_0003210" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3584" 3584 "PVX_001610" "Sal1" "K" "known" 2 16 21 27 24 32 32 41
"3585" 3585 "PVP01_0000050" "P01" "P01" "known" 1 1 24 40 35 41 41 40
"3586" 3586 "PVP01_0010040" "P01" "P01" "known" 4 3 3 3 3 4 4 21
"3587" 3587 "PVX_101560" "Sal1" "C" "known" 3 2 29 36 32 33 35 33
"3588" 3588 "PVP01_1000100" "P01" "P01" "known" 2 16 21 68 57 78 90 105
"3589" 3589 "PVP01_1002000" "P01" "P01" "known" 2 6 8 7 8 7 7 8
"3590" 3590 "PVP01_0005290" "P01" "P01" "known" 2 18 25 28 25 28 25 26
"3591" 3591 "PVP01_0901100" "P01" "P01" "known" 20 42 69 113 87 141 163 208
"3592" 3592 "PVP01_0004590" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3593" 3593 "PVP01_0000900" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3594" 3594 "PVP01_1001950" "P01" "P01" "known" 2 12 35 41 38 42 115 142
"3595" 3595 "PVP01_0008310" "P01" "P01" "known" 5 5 28 37 31 34 36 34
"3596" 3596 "PVP01_0005280" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3597" 3597 "PVP01_0010510" "P01" "P01" "known" 4 3 3 3 3 11 10 10
"3598" 3598 "PVP01_0001810" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3599" 3599 "PVP01_0736300" "P01" "P01" "known" 2 7 9 8 9 9 11 143
"3600" 3600 "PVP01_0003420" "P01" "P01" "known" 6 8 10 17 10 22 22 123
"3601" 3601 "PVP01_0008100" "P01" "P01" "known" 4 3 3 3 3 11 10 10
"3602" 3602 "PVP01_0003700" "P01" "P01" "known" 8 11 37 50 44 53 53 52
"3603" 3603 "PVP01_0004200" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3604" 3604 "PVP01_0000430" "P01" "P01" "known" 2 7 9 8 9 9 116 129
"3605" 3605 "PVP01_0503100" "P01" "P01" "known" 3 2 4 4 4 3 140 178
"3606" 3606 "PVP01_0011120" "P01" "P01" "known" 2 7 9 78 62 96 107 128
"3607" 3607 "PVP01_0007470" "P01" "P01" "known" 6 8 10 26 10 24 31 76
"3608" 3608 "PVP01_0004080" "P01" "P01" "known" 1 12 22 24 22 26 26 31
"3609" 3609 "PVP01_0011050" "P01" "P01" "known" 3 4 5 5 6 5 5 3
"3610" 3610 "PVP01_0007730" "P01" "P01" "known" 6 8 10 75 10 75 78 83
"3611" 3611 "PVP01_0000420" "P01" "P01" "known" 10 19 27 34 29 31 29 30
"3612" 3612 "PVP01_0006970" "P01" "P01" "known" 8 11 30 38 33 35 34 42
"3613" 3613 "PVP01_0001260" "P01" "P01" "known" 2 7 9 8 9 108 115 142
"3614" 3614 "PVP01_0007040" "P01" "P01" "known" 2 7 9 8 9 9 64 127
"3615" 3615 "PVX_001640" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3616" 3616 "PVP01_0008020" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3617" 3617 "PVP01_0423800" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3618" 3618 "PVP01_0006660" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3619" 3619 "PVX_104180" "Sal1" "E" "known" 1 1 15 15 16 56 49 44
"3620" 3620 "PVP01_0007330" "P01" "P01" "known" 7 14 18 22 19 20 20 20
"3621" 3621 "PVP01_0010580" "P01" "P01" "known" 2 9 11 48 11 51 59 97
"3622" 3622 "PVP01_0009190" "P01" "P01" "known" 1 1 7 6 7 6 6 5
"3623" 3623 "PVP01_0008420" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3624" 3624 "PVX_037190" "Sal1" "C" "known" 3 4 5 5 6 5 5 3
"3625" 3625 "PVP01_0001790" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3626" 3626 "PVX_079195" "Sal1" "G" "known" 4 3 3 3 3 4 4 6
"3627" 3627 "PVX_095995" "Sal1" "C" "known" 3 2 36 32 30 58 61 110
"3628" 3628 "PVP01_0003510" "P01" "P01" "known" 4 3 3 3 3 11 10 10
"3629" 3629 "PVX_124705" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3630" 3630 "PVX_075695" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3631" 3631 "PVP01_1034700" "P01" "P01" "known" 21 43 70 114 88 142 164 209
"3632" 3632 "PVP01_0005390" "P01" "P01" "known" 3 2 4 59 4 71 81 88
"3633" 3633 "PVX_001645" "Sal1" "E" "known" 1 1 15 15 16 21 21 22
"3634" 3634 "PVP01_0008470" "P01" "P01" "known" 2 7 9 8 9 9 108 130
"3635" 3635 "PVX_104695" "Sal1" "G" "known" 4 3 3 3 3 4 4 6
"3636" 3636 "PVP01_1472500" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3637" 3637 "PVP01_0221100" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3638" 3638 "PVP01_0000510" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3639" 3639 "PVP01_0005830" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3640" 3640 "PVP01_1035350" "P01" "P01" "known" 9 15 20 23 20 19 19 23
"3641" 3641 "PVP01_0009300" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3642" 3642 "PVP01_0000240" "P01" "P01" "known" 1 1 38 44 42 44 43 61
"3643" 3643 "PVP01_0006110" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3644" 3644 "PVP01_0005460" "P01" "P01" "known" 6 8 10 26 10 24 31 124
"3645" 3645 "PVX_034690" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3646" 3646 "PVP01_0009520" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3647" 3647 "PVP01_0400900" "P01" "P01" "known" 2 7 9 8 9 9 11 167
"3648" 3648 "PVX_110822" "Sal1" "Sal1" "known" 3 4 5 5 6 5 5 3
"3649" 3649 "PVX_110295" "Sal1" "E" "known" 1 1 13 11 12 12 12 134
"3650" 3650 "PVP01_0010650" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3651" 3651 "PVP01_0002720" "P01" "P01" "known" 6 8 10 26 10 24 31 124
"3652" 3652 "PVP01_0001930" "P01" "P01" "known" 2 7 9 8 9 9 11 15
"3653" 3653 "PVP01_0005200" "P01" "P01" "known" 4 3 3 3 3 4 4 98
"3654" 3654 "PVP01_0003230" "P01" "P01" "known" 4 3 3 3 3 4 4 21
"3655" 3655 "PVX_027190" "Sal1" "E" "known" 1 1 1 6 7 6 6 5
"3656" 3656 "PVP01_0010460" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3657" 3657 "PVP01_0009970" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3658" 3658 "PVP01_0220700" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3659" 3659 "PVP01_0007920" "P01" "P01" "known" 2 16 21 27 24 32 32 41
"3660" 3660 "PVP01_0000570" "P01" "P01" "known" 10 19 27 34 29 31 29 30
"3661" 3661 "PVP01_0004090" "P01" "P01" "known" 8 11 30 38 33 35 34 42
"3662" 3662 "PVP01_0006020" "P01" "P01" "known" 8 11 37 50 44 53 53 52
"3663" 3663 "PVP01_0010950" "P01" "P01" "known" 2 9 11 48 11 51 133 154
"3664" 3664 "PVP01_0008360" "P01" "P01" "known" 2 9 11 48 11 51 59 154
"3665" 3665 "PVP01_0007890" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3666" 3666 "PVP01_0008450" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3667" 3667 "PVX_009090" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3668" 3668 "PVP01_1200700" "P01" "P01" "known" 8 11 19 33 21 38 50 63
"3669" 3669 "PVP01_0005010" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3670" 3670 "PVP01_0200100" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3671" 3671 "PVP01_0006590" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3672" 3672 "PVP01_0001660" "P01" "P01" "known" 4 3 3 3 3 4 4 12
"3673" 3673 "PVP01_0501200" "P01" "P01" "known" 9 15 20 23 20 19 19 23
"3674" 3674 "PVP01_0221300" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3675" 3675 "PVP01_0006820" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3676" 3676 "PVX_115490" "Sal1" "Sal1" "known" 1 1 13 11 12 12 12 134
"3677" 3677 "PVX_107235" "Sal1" "E" "known" 1 1 7 6 7 6 6 5
"3678" 3678 "PVP01_0217700" "P01" "P01" "known" 2 24 44 60 49 86 96 111
"3679" 3679 "PVP01_0736900" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3680" 3680 "PVP01_0010920" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3681" 3681 "PVP01_0003940" "P01" "P01" "known" 2 7 9 8 9 9 11 15
"3682" 3682 "PVP01_1148500" "P01" "P01" "known" 3 4 5 13 13 13 13 11
"3683" 3683 "PVP01_0005520" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3684" 3684 "PVP01_1148100" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3685" 3685 "PVX_036690" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3686" 3686 "PVP01_0533500" "P01" "P01" "known" 2 26 49 74 59 87 98 113
"3687" 3687 "PVP01_0737800" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3688" 3688 "PVP01_0003150" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3689" 3689 "PVP01_0001250" "P01" "P01" "known" 2 6 8 7 8 7 7 8
"3690" 3690 "PVP01_0010360" "P01" "P01" "known" 2 17 23 25 23 23 30 157
"3691" 3691 "PVP01_0003020" "P01" "P01" "known" 4 3 3 3 3 4 4 12
"3692" 3692 "PVP01_0503000" "P01" "P01" "known" 5 24 44 60 49 86 96 111
"3693" 3693 "PVP01_0005510" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3694" 3694 "PVX_086350" "Sal1" "B" "known" 2 18 25 28 25 28 25 26
"3695" 3695 "PVP01_0533800" "P01" "P01" "known" 1 1 1 1 1 1 44 37
"3696" 3696 "PVP01_0006400" "P01" "P01" "known" 1 12 22 24 22 26 26 31
"3697" 3697 "PVX_008085" "Sal1" "C" "known" 3 4 5 5 6 5 5 3
"3698" 3698 "PVP01_1472000" "P01" "P01" "known" 3 4 5 13 13 13 13 11
"3699" 3699 "PVP01_0009870" "P01" "P01" "known" 3 4 5 5 6 5 5 3
"3700" 3700 "PVP01_0007600" "P01" "P01" "known" 2 16 21 27 24 32 32 138
"3701" 3701 "PVX_039190" "Sal1" "G" "known" 4 3 3 3 3 4 4 6
"3702" 3702 "PVX_088790" "Sal1" "B" "known" 1 1 2 2 2 2 67 71
"3703" 3703 "PVP01_1201000" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3704" 3704 "PVP01_0002910" "P01" "P01" "known" 2 7 9 8 9 117 135 170
"3705" 3705 "PVP01_0501300" "P01" "P01" "known" 2 17 23 25 23 23 30 51
"3706" 3706 "PVX_086893" "Sal1" "Sal1" "known" 1 1 2 2 2 2 2 68
"3707" 3707 "PVP01_0221600" "P01" "P01" "known" 4 3 3 3 3 4 4 12
"3708" 3708 "PVP01_0221400" "P01" "P01" "known" 4 33 60 104 78 132 154 199
"3709" 3709 "PVP01_0002790" "P01" "P01" "known" 4 3 19 39 53 37 65 74
"3710" 3710 "PVP01_0008710" "P01" "P01" "known" 4 3 3 3 3 4 4 12
"3711" 3711 "PVP01_0500500" "P01" "P01" "known" 4 3 3 3 3 11 10 10
"3712" 3712 "PVP01_0006030" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3713" 3713 "PVP01_0001000" "P01" "P01" "known" 2 6 8 7 8 7 7 8
"3714" 3714 "PVP01_0800100" "P01" "P01" "known" 1 1 13 11 12 12 38 109
"3715" 3715 "PVP01_1149200" "P01" "P01" "known" 1 1 1 6 1 6 6 5
"3716" 3716 "PVP01_0011010" "P01" "P01" "known" 3 2 4 32 4 72 68 72
"3717" 3717 "PVP01_0839600" "P01" "P01" "known" 1 1 1 1 1 1 1 18
"3718" 3718 "PVP01_0009070" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3719" 3719 "PVP01_0001800" "P01" "P01" "known" 6 8 10 26 10 40 40 161
"3720" 3720 "PVP01_0401800" "P01" "P01" "known" 2 7 9 8 9 9 117 144
"3721" 3721 "PVP01_0000010" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3722" 3722 "PVP01_0000780" "P01" "P01" "known" 2 7 9 8 9 9 116 129
"3723" 3723 "PVP01_1101200" "P01" "P01" "known" 3 4 5 5 6 5 5 3
"3724" 3724 "PVP01_1101100" "P01" "P01" "known" 1 1 2 2 2 2 23 35
"3725" 3725 "PVP01_0502400" "P01" "P01" "known" 6 8 10 17 10 22 22 24
"3726" 3726 "PVX_150260" "Sal1" "I" "known" 5 5 6 10 5 10 9 9
"3727" 3727 "PVX_105700" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3728" 3728 "PVP01_0003250" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3729" 3729 "PVP01_0000820" "P01" "P01" "known" 10 19 27 34 29 31 29 30
"3730" 3730 "PVP01_1347300" "P01" "P01" "known" 1 1 2 2 2 2 2 25
"3731" 3731 "PVP01_1147900" "P01" "P01" "known" 10 28 48 72 56 83 101 117
"3732" 3732 "PVP01_0003690" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3733" 3733 "PVP01_0003060" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3734" 3734 "PVX_090305" "Sal1" "E" "known" 1 1 1 1 1 1 44 37
"3735" 3735 "PVP01_0625000" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3736" 3736 "PVP01_0002850" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3737" 3737 "PVP01_0301100" "P01" "P01" "known" 2 17 23 25 23 23 30 51
"3738" 3738 "PVP01_1034900" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3739" 3739 "PVP01_0300500" "P01" "P01" "known" 2 7 9 8 9 9 11 15
"3740" 3740 "PVX_094240" "Sal1" "E" "known" 1 1 13 11 12 12 38 109
"3741" 3741 "PVP01_0800800" "P01" "P01" "known" 3 4 5 13 13 13 13 11
"3742" 3742 "PVP01_0003350" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3743" 3743 "PVP01_0008530" "P01" "P01" "known" 2 7 9 8 9 9 70 69
"3744" 3744 "PVP01_0403900" "P01" "P01" "known" 1 1 2 46 41 47 46 45
"3745" 3745 "PVP01_0949500" "P01" "P01" "known" 2 17 23 25 23 23 30 112
"3746" 3746 "PVP01_0600600" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3747" 3747 "PVX_002485" "Sal1" "E" "known" 1 1 2 46 41 47 46 45
"3748" 3748 "PVP01_0120300" "P01" "P01" "known" 2 7 58 100 76 126 147 187
"3749" 3749 "PVP01_0201000" "P01" "P01" "known" 3 2 4 76 72 84 94 137
"3750" 3750 "PVX_004520" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3751" 3751 "PVX_034190" "Sal1" "C" "known" 3 4 5 5 6 5 5 3
"3752" 3752 "PVP01_0009090" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3753" 3753 "PVP01_0000530" "P01" "P01" "known" 2 9 11 48 11 128 149 192
"3754" 3754 "PVX_101630" "Sal1" "Sal1" "known" 1 1 1 1 1 1 1 1
"3755" 3755 "PVP01_0009660" "P01" "P01" "known" 8 11 19 33 21 38 50 63
"3756" 3756 "PVP01_0005330" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3757" 3757 "PVX_050190" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3758" 3758 "PVP01_0004570" "P01" "P01" "known" 2 17 23 25 23 23 30 51
"3759" 3759 "PVX_101615" "Sal1" "C" "known" 3 4 5 13 13 13 13 11
"3760" 3760 "PVP01_0001670" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3761" 3761 "PVX_005050" "Sal1" "Sal1" "known" 1 1 2 2 2 2 58 32
"3762" 3762 "PVX_097555" "Sal1" "E" "known" 1 1 14 16 17 25 24 62
"3763" 3763 "PVP01_0009900" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3764" 3764 "PVP01_0008570" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3765" 3765 "PVP01_1347400" "P01" "P01" "known" 1 1 14 16 17 25 24 103
"3766" 3766 "PVP01_0001860" "P01" "P01" "known" 2 7 9 8 9 9 11 167
"3767" 3767 "PVP01_0402000" "P01" "P01" "known" 2 7 9 8 9 9 11 15
"3768" 3768 "PVP01_0500800" "P01" "P01" "known" 4 3 19 39 53 37 65 74
"3769" 3769 "PVP01_0000640" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3770" 3770 "PVP01_0005650" "P01" "P01" "known" 4 3 3 3 3 4 4 12
"3771" 3771 "PVP01_0000630" "P01" "P01" "known" 2 9 11 65 11 73 82 107
"3772" 3772 "PVP01_1347700" "P01" "P01" "known" 2 17 23 25 23 23 30 183
"3773" 3773 "PVP01_0009290" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3774" 3774 "PVX_073690" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3775" 3775 "PVP01_0004630" "P01" "P01" "known" 8 11 19 33 21 38 50 63
"3776" 3776 "PVP01_0010270" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3777" 3777 "PVP01_0010450" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3778" 3778 "PVP01_0009490" "P01" "P01" "known" 6 8 10 26 10 24 31 124
"3779" 3779 "PVP01_0007350" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3780" 3780 "PVP01_0009410" "P01" "P01" "known" 1 1 1 1 1 1 1 18
"3781" 3781 "PVP01_0004370" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3782" 3782 "PVP01_0006310" "P01" "P01" "known" 8 11 19 33 21 38 50 63
"3783" 3783 "PVP01_0000350" "P01" "P01" "known" 3 5 43 71 50 70 80 87
"3784" 3784 "PVP01_0003600" "P01" "P01" "known" 8 11 37 50 44 53 53 52
"3785" 3785 "PVP01_0002410" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3786" 3786 "PVP01_0005890" "P01" "P01" "known" 2 18 25 28 25 28 25 26
"3787" 3787 "PVP01_0121600" "P01" "P01" "known" 6 8 10 17 10 40 109 114
"3788" 3788 "PVP01_0010350" "P01" "P01" "known" 2 12 22 24 22 26 26 151
"3789" 3789 "PVX_065690" "Sal1" "E" "known" 1 1 1 1 1 1 1 1
"3790" 3790 "PVP01_0005680" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3791" 3791 "PVP01_0010890" "P01" "P01" "known" 6 8 10 26 10 24 130 163
"3792" 3792 "PVP01_0006260" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3793" 3793 "PVP01_0001560" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3794" 3794 "PVP01_0218300" "P01" "P01" "known" 3 2 4 76 4 84 94 137
"3795" 3795 "PVP01_0007300" "P01" "P01" "known" 2 17 23 25 23 23 106 112
"3796" 3796 "PVP01_0007440" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3797" 3797 "PVP01_0002390" "P01" "P01" "known" 6 8 10 26 10 40 40 161
"3798" 3798 "PVP01_0402800" "P01" "P01" "known" 7 14 18 61 19 68 77 82
"3799" 3799 "PVP01_0404100" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3800" 3800 "PVP01_0001360" "P01" "P01" "known" 2 6 8 7 8 7 7 75
"3801" 3801 "PVX_106220" "Sal1" "E" "known" 1 1 7 6 7 6 6 5
"3802" 3802 "PVP01_0006280" "P01" "P01" "known" 4 3 3 3 3 4 4 12
"3803" 3803 "PVP01_0003790" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3804" 3804 "PVP01_0000330" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3805" 3805 "PVP01_0003070" "P01" "P01" "known" 5 5 28 80 31 101 113 136
"3806" 3806 "PVP01_0002010" "P01" "P01" "known" 5 5 6 10 5 10 9 9
"3807" 3807 "PVP01_0003980" "P01" "P01" "known" 1 1 12 20 15 17 18 19
"3808" 3808 "PVP01_0423900" "P01" "P01" "known" 10 28 48 72 56 83 101 117
"3809" 3809 "PVP01_0002750" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3810" 3810 "PVX_105705" "Sal1" "J" "known" 2 7 9 8 9 89 64 94
"3811" 3811 "PVP01_0501500" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3812" 3812 "PVP01_0301400" "P01" "P01" "known" 1 1 2 2 2 2 23 35
"3813" 3813 "PVP01_0004920" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3814" 3814 "PVP01_0840750" "P01" "P01" "known" 8 11 19 39 21 37 65 74
"3815" 3815 "PVP01_0624400" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3816" 3816 "PVP01_0218400" "P01" "P01" "known" 6 8 10 17 10 22 22 65
"3817" 3817 "PVP01_0001410" "P01" "P01" "known" 2 7 9 8 9 9 11 15
"3818" 3818 "PVX_115480" "Sal1" "B" "known" 1 1 2 2 2 2 23 35
"3819" 3819 "PVP01_0001680" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3820" 3820 "PVX_172270" "Sal1" "E" "known" 1 1 19 39 21 37 72 66
"3821" 3821 "PVP01_0009820" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3822" 3822 "PVP01_0004760" "P01" "P01" "known" 2 17 23 25 23 23 30 51
"3823" 3823 "PVX_093710" "Sal1" "E" "known" 1 1 2 19 2 27 55 55
"3824" 3824 "PVP01_0004480" "P01" "P01" "known" 2 7 9 8 9 67 117 144
"3825" 3825 "PVP01_0900300" "P01" "P01" "known" 1 12 22 24 22 26 26 31
"3826" 3826 "PVP01_0004130" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3827" 3827 "PVP01_0007400" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3828" 3828 "PVP01_0003670" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3829" 3829 "PVP01_0009780" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3830" 3830 "PVP01_1100600" "P01" "P01" "known" 2 17 23 25 23 23 30 51
"3831" 3831 "PVP01_0424000" "P01" "P01" "known" 1 1 2 2 2 2 2 91
"3832" 3832 "PVP01_0005270" "P01" "P01" "known" 4 3 3 3 3 4 4 21
"3833" 3833 "PVP01_1347600" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3834" 3834 "PVP01_0002020" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3835" 3835 "PVX_173270" "Sal1" "Sal1" "known" 1 12 22 24 22 26 26 31
"3836" 3836 "PVP01_0000250" "P01" "P01" "known" 1 1 2 2 2 2 2 4
"3837" 3837 "PVX_002495" "Sal1" "I" "known" 5 5 6 10 5 10 9 9
"3838" 3838 "PVP01_0001320" "P01" "P01" "known" 2 6 8 7 8 7 7 8
"3839" 3839 "PVP01_0737600" "P01" "P01" "known" 1 12 22 24 22 26 26 31
"3840" 3840 "PVP01_0424300" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3841" 3841 "PVP01_0000860" "P01" "P01" "known" 2 9 11 48 11 51 59 97
"3842" 3842 "PVX_043690" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3843" 3843 "PVP01_0003720" "P01" "P01" "known" 4 3 3 3 3 4 4 6
"3844" 3844 "PVP01_1035400" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3845" 3845 "PVX_001615" "Sal1" "E" "known" 1 1 7 6 7 6 6 5
"3846" 3846 "PVP01_0007430" "P01" "P01" "known" 2 18 25 28 25 28 25 26
"3847" 3847 "PVP01_0008030" "P01" "P01" "known" 1 1 12 20 15 17 18 19
"3848" 3848 "PVP01_0001840" "P01" "P01" "known" 8 11 37 50 44 53 53 52
"3849" 3849 "PVP01_0008290" "P01" "P01" "known" 10 19 27 34 29 31 29 30
"3850" 3850 "PVP01_0009320" "P01" "P01" "known" 4 3 3 3 3 4 4 21
"3851" 3851 "PVX_032690" "Sal1" "I" "known" 5 5 6 9 5 8 8 7
"3852" 3852 "PVX_018660" "Sal1" "E" "known" 1 1 2 21 2 18 17 29
"3853" 3853 "PVP01_0200200" "P01" "P01" "known" 1 1 2 2 2 2 23 35
"3854" 3854 "PVP01_0002440" "P01" "P01" "known" 7 14 18 61 19 68 77 82
"3855" 3855 "PVP01_0000620" "P01" "P01" "known" 2 9 11 12 11 14 119 145
"3856" 3856 "PVP01_0735900" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3857" 3857 "PVP01_1149300" "P01" "P01" "known" 1 22 41 103 47 131 153 198
"3858" 3858 "PVP01_0005240" "P01" "P01" "known" 1 12 22 24 22 26 26 31
"3859" 3859 "PVP01_0007750" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3860" 3860 "PVP01_0009050" "P01" "P01" "known" 6 8 10 26 10 24 31 76
"3861" 3861 "PVP01_0005350" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3862" 3862 "PVP01_0002290" "P01" "P01" "known" 2 9 11 12 11 14 14 14
"3863" 3863 "PVP01_0004660" "P01" "P01" "known" 4 3 3 3 3 4 4 21
"3864" 3864 "PVP01_0735600" "P01" "P01" "known" 3 2 4 4 4 3 3 2
"3865" 3865 "PVX_093715" "Sal1" "Sal1" "known" 2 17 23 25 23 23 30 141
"3866" 3866 "PVX_000020" "Sal1" "J" "known" 2 7 9 8 9 9 11 15
"3867" 3867 "PVP01_0009670" "P01" "P01" "known" 5 5 6 9 5 8 8 7
"3868" 3868 "PVP01_0000360" "P01" "P01" "known" 10 19 27 34 29 31 29 30
"3869" 3869 "PVX_027690" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3870" 3870 "PVP01_0007580" "P01" "P01" "known" 2 13 17 18 18 16 16 17
"3871" 3871 "PVX_030190" "Sal1" "C" "known" 3 2 4 4 4 3 3 2
"3872" 3872 "PVP01_0217900" "P01" "P01" "known" 7 21 34 45 40 46 45 49
"3873" 3873 "PVP01_0007950" "P01" "P01" "known" 1 1 1 1 1 1 1 1
"3874" 3874 "PVP01_0404000" "P01" "P01" "known" 1 1 15 15 16 21 49 44
"3875" 3875 "PVP01_0003590" "P01" "P01" "known" 2 7 9 8 9 9 11 15
"3876" 3876 "PVP01_0101900" "P01" "P01" "known" 1 1 2 2 2 2 2 35
