label,Id,source,subfam,expt,30pid25lngthI1.2,30pid25lngthI1.4,30pid25lngthI1.8,30pid25lngthI2,30pid25lngthI2.5,30pid25lngthI3,30pid25lngthI4,30pid25lngthI6
PVP01_1001950,3594,P01,P01,known,2,12,35,38,41,42,115,142
PVP01_0008310,3595,P01,P01,known,5,5,28,31,37,34,36,34
PVP01_0005280,3596,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0010510,3597,P01,P01,known,4,3,3,3,3,11,10,10
PVP01_0001810,3598,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_0736300,3599,P01,P01,known,2,7,9,9,8,9,11,143
PVP01_0003420,3600,P01,P01,known,6,8,10,10,17,22,22,123
PVP01_0008100,3601,P01,P01,known,4,3,3,3,3,11,10,10
PVP01_0003700,3602,P01,P01,known,8,11,37,44,50,53,53,52
PVP01_0004200,3603,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0000430,3604,P01,P01,known,2,7,9,9,8,9,116,129
PVP01_0503100,3605,P01,P01,known,3,2,4,4,4,3,140,178
PVP01_0011120,3606,P01,P01,known,2,7,9,62,78,96,107,128
PVP01_0007470,3607,P01,P01,known,6,8,10,10,26,24,31,76
PVP01_0004080,3608,P01,P01,known,1,12,22,22,24,26,26,31
PVP01_0011050,3609,P01,P01,known,3,4,5,6,5,5,5,3
PVP01_0007730,3610,P01,P01,known,6,8,10,10,75,75,78,83
PVP01_0000420,3611,P01,P01,known,10,19,27,29,34,31,29,30
PVP01_0006970,3612,P01,P01,known,8,11,30,33,38,35,34,42
PVP01_0001260,3613,P01,P01,known,2,7,9,9,8,108,115,142
PVP01_0007040,3614,P01,P01,known,2,7,9,9,8,9,64,127
PVX_001640,3615,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_0008020,3616,P01,P01,known,7,21,34,40,45,46,45,49
PVP01_0423800,3617,P01,P01,known,1,1,2,2,2,2,2,4
PVP01_0006660,3618,P01,P01,known,5,5,6,5,9,8,8,7
PVX_104180,3619,Sal1,E,known,1,1,15,16,15,56,49,44
PVP01_0007330,3620,P01,P01,known,7,14,18,19,22,20,20,20
PVP01_0010580,3621,P01,P01,known,2,9,11,11,48,51,59,97
PVP01_0009190,3622,P01,P01,known,1,1,7,7,6,6,6,5
PVP01_0008420,3623,P01,P01,known,3,2,4,4,4,3,3,2
PVX_037190,3624,Sal1,C,known,3,4,5,6,5,5,5,3
PVP01_0001790,3625,P01,P01,known,1,1,1,1,1,1,1,1
PVX_079195,3626,Sal1,G,known,4,3,3,3,3,4,4,6
PVX_095995,3627,Sal1,C,known,3,2,36,30,32,58,61,110
PVP01_0003510,3628,P01,P01,known,4,3,3,3,3,11,10,10
PVX_124705,3629,Sal1,E,known,1,1,1,1,1,1,1,1
PVX_075695,3630,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_1034700,3631,P01,P01,known,0,0,0,0,0,0,0,0
PVP01_0005390,3632,P01,P01,known,3,2,4,4,59,71,81,88
PVX_001645,3633,Sal1,E,known,1,1,15,16,15,21,21,22
PVP01_0008470,3634,P01,P01,known,2,7,9,9,8,9,108,130
PVX_104695,3635,Sal1,G,known,4,3,3,3,3,4,4,6
PVP01_1472500,3636,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0221100,3637,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0000510,3638,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0005830,3639,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_1035350,3640,P01,P01,known,9,15,20,20,23,19,19,23
PVP01_0009300,3641,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0000240,3642,P01,P01,known,1,1,38,42,44,44,43,61
PVP01_0006110,3643,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0005460,3644,P01,P01,known,6,8,10,10,26,24,31,124
PVX_034690,3645,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_0009520,3646,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0400900,3647,P01,P01,known,2,7,9,9,8,9,11,167
PVX_110822,3648,Sal1,Sal1,known,3,4,5,6,5,5,5,3
PVX_110295,3649,Sal1,E,known,1,1,13,12,11,12,12,134
PVP01_0010650,3650,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_0002720,3651,P01,P01,known,6,8,10,10,26,24,31,124
PVP01_0001930,3652,P01,P01,known,2,7,9,9,8,9,11,15
PVP01_0005200,3653,P01,P01,known,4,3,3,3,3,4,4,98
PVP01_0003230,3654,P01,P01,known,4,3,3,3,3,4,4,21
PVX_027190,3655,Sal1,E,known,1,1,1,7,6,6,6,5
PVP01_0010460,3656,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_0009970,3657,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0220700,3658,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0007920,3659,P01,P01,known,2,16,21,24,27,32,32,41
PVP01_0000570,3660,P01,P01,known,10,19,27,29,34,31,29,30
PVP01_0004090,3661,P01,P01,known,8,11,30,33,38,35,34,42
PVP01_0006020,3662,P01,P01,known,8,11,37,44,50,53,53,52
PVP01_0010950,3663,P01,P01,known,2,9,11,11,48,51,133,154
PVP01_0008360,3664,P01,P01,known,2,9,11,11,48,51,59,154
PVP01_0007890,3665,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_0008450,3666,P01,P01,known,5,5,6,5,9,8,8,7
PVX_009090,3667,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_1200700,3668,P01,P01,known,8,11,19,21,33,38,50,63
PVP01_0005010,3669,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_0200100,3670,P01,P01,known,7,21,34,40,45,46,45,49
PVP01_0006590,3671,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_0001660,3672,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0501200,3673,P01,P01,known,9,15,20,20,23,19,19,23
PVP01_0221300,3674,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0006820,3675,P01,P01,known,3,2,4,4,4,3,3,2
PVX_115490,3676,Sal1,Sal1,known,1,1,13,12,11,12,12,134
PVX_107235,3677,Sal1,E,known,1,1,7,7,6,6,6,5
PVP01_0217700,3678,P01,P01,known,2,24,44,49,60,86,96,111
PVP01_0736900,3679,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0010920,3680,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0003940,3681,P01,P01,known,2,7,9,9,8,9,11,15
PVP01_1148500,3682,P01,P01,known,3,4,5,13,13,13,13,11
PVP01_0005520,3683,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_1148100,3684,P01,P01,known,1,1,2,2,2,2,2,4
PVX_036690,3685,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_0533500,3686,P01,P01,known,2,26,49,59,74,87,98,113
PVP01_0737800,3687,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0003150,3688,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0001250,3689,P01,P01,known,2,6,8,8,7,7,7,8
PVP01_0010360,3690,P01,P01,known,2,17,23,23,25,23,30,157
PVP01_0003020,3691,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0503000,3692,P01,P01,known,5,24,44,49,60,86,96,111
PVP01_0005510,3693,P01,P01,known,2,9,11,11,12,14,14,14
PVX_086350,3694,Sal1,B,known,2,18,25,25,28,28,25,26
PVP01_0533800,3695,P01,P01,known,1,1,1,1,1,1,44,37
PVP01_0006400,3696,P01,P01,known,1,12,22,22,24,26,26,31
PVX_008085,3697,Sal1,C,known,3,4,5,6,5,5,5,3
PVP01_1472000,3698,P01,P01,known,3,4,5,13,13,13,13,11
PVP01_0009870,3699,P01,P01,known,3,4,5,6,5,5,5,3
PVP01_0007600,3700,P01,P01,known,2,16,21,24,27,32,32,138
PVX_039190,3701,Sal1,G,known,4,3,3,3,3,4,4,6
PVX_088790,3702,Sal1,B,known,1,1,2,2,2,2,67,71
PVP01_1201000,3703,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0002910,3704,P01,P01,known,2,7,9,9,8,117,135,170
PVP01_0501300,3705,P01,P01,known,2,17,23,23,25,23,30,51
PVX_086893,3706,Sal1,Sal1,known,1,1,2,2,2,2,2,68
PVP01_0221600,3707,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0221400,3708,P01,P01,known,4,33,60,78,104,132,154,199
PVP01_0002790,3709,P01,P01,known,4,3,19,53,39,37,65,74
PVP01_0008710,3710,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0500500,3711,P01,P01,known,4,3,3,3,3,11,10,10
PVP01_0006030,3712,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0001000,3713,P01,P01,known,2,6,8,8,7,7,7,8
PVP01_0800100,3714,P01,P01,known,1,1,13,12,11,12,38,109
PVP01_1149200,3715,P01,P01,known,1,1,1,1,6,6,6,5
PVP01_0011010,3716,P01,P01,known,3,2,4,4,32,72,68,72
PVP01_0839600,3717,P01,P01,known,1,1,1,1,1,1,1,18
PVP01_0009070,3718,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0001800,3719,P01,P01,known,6,8,10,10,26,40,40,161
PVP01_0401800,3720,P01,P01,known,2,7,9,9,8,9,117,144
PVP01_0000010,3721,P01,P01,known,1,1,2,2,2,2,2,4
PVP01_0000780,3722,P01,P01,known,2,7,9,9,8,9,116,129
PVP01_1101200,3723,P01,P01,known,3,4,5,6,5,5,5,3
PVP01_1101100,3724,P01,P01,known,1,1,2,2,2,2,23,35
PVP01_0502400,3725,P01,P01,known,6,8,10,10,17,22,22,24
PVX_150260,3726,Sal1,I,known,5,5,6,5,10,10,9,9
PVX_105700,3727,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_0003250,3728,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0000820,3729,P01,P01,known,10,19,27,29,34,31,29,30
PVP01_1347300,3730,P01,P01,known,1,1,2,2,2,2,2,25
PVP01_1147900,3731,P01,P01,known,10,28,48,56,72,83,101,117
PVP01_0003690,3732,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0003060,3733,P01,P01,known,1,1,2,2,2,2,2,4
PVX_090305,3734,Sal1,E,known,1,1,1,1,1,1,44,37
PVP01_0625000,3735,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0002850,3736,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0301100,3737,P01,P01,known,2,17,23,23,25,23,30,51
PVP01_1034900,3738,P01,P01,known,1,1,2,2,2,2,2,4
PVP01_0300500,3739,P01,P01,known,2,7,9,9,8,9,11,15
PVX_094240,3740,Sal1,E,known,1,1,13,12,11,12,38,109
PVP01_0800800,3741,P01,P01,known,3,4,5,13,13,13,13,11
PVP01_0003350,3742,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0008530,3743,P01,P01,known,2,7,9,9,8,9,70,69
PVP01_0403900,3744,P01,P01,known,1,1,2,41,46,47,46,45
PVP01_0949500,3745,P01,P01,known,2,17,23,23,25,23,30,112
PVP01_0600600,3746,P01,P01,known,1,1,2,2,2,2,2,4
PVX_002485,3747,Sal1,E,known,1,1,2,41,46,47,46,45
PVP01_0120300,3748,P01,P01,known,2,7,58,76,100,126,147,187
PVP01_0201000,3749,P01,P01,known,3,2,4,72,76,84,94,137
PVX_004520,3750,Sal1,C,known,3,2,4,4,4,3,3,2
PVX_034190,3751,Sal1,C,known,3,4,5,6,5,5,5,3
PVP01_0009090,3752,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0000530,3753,P01,P01,known,2,9,11,11,48,128,149,192
PVX_101630,3754,Sal1,Sal1,known,1,1,1,1,1,1,1,1
PVP01_0009660,3755,P01,P01,known,8,11,19,21,33,38,50,63
PVP01_0005330,3756,P01,P01,known,4,3,3,3,3,4,4,6
PVX_050190,3757,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_0004570,3758,P01,P01,known,2,17,23,23,25,23,30,51
PVX_101615,3759,Sal1,C,known,3,4,5,13,13,13,13,11
PVP01_0001670,3760,P01,P01,known,5,5,6,5,10,10,9,9
PVX_005050,3761,Sal1,Sal1,known,1,1,2,2,2,2,58,32
PVX_097555,3762,Sal1,E,known,1,1,14,17,16,25,24,62
PVP01_0009900,3763,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0008570,3764,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_1347400,3765,P01,P01,known,1,1,14,17,16,25,24,103
PVP01_0001860,3766,P01,P01,known,2,7,9,9,8,9,11,167
PVP01_0402000,3767,P01,P01,known,2,7,9,9,8,9,11,15
PVP01_0500800,3768,P01,P01,known,4,3,19,53,39,37,65,74
PVP01_0000640,3769,P01,P01,known,7,21,34,40,45,46,45,49
PVP01_0005650,3770,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0000630,3771,P01,P01,known,2,9,11,11,65,73,82,107
PVP01_1347700,3772,P01,P01,known,2,17,23,23,25,23,30,183
PVP01_0009290,3773,P01,P01,known,5,5,6,5,10,10,9,9
PVX_073690,3774,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_0004630,3775,P01,P01,known,8,11,19,21,33,38,50,63
PVP01_0010270,3776,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_0010450,3777,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0009490,3778,P01,P01,known,6,8,10,10,26,24,31,124
PVP01_0007350,3779,P01,P01,known,7,21,34,40,45,46,45,49
PVP01_0009410,3780,P01,P01,known,1,1,1,1,1,1,1,18
PVP01_0004370,3781,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0006310,3782,P01,P01,known,8,11,19,21,33,38,50,63
PVP01_0000350,3783,P01,P01,known,3,5,43,50,71,70,80,87
PVP01_0003600,3784,P01,P01,known,8,11,37,44,50,53,53,52
PVP01_0002410,3785,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0005890,3786,P01,P01,known,2,18,25,25,28,28,25,26
PVP01_0121600,3787,P01,P01,known,6,8,10,10,17,40,109,114
PVP01_0010350,3788,P01,P01,known,2,12,22,22,24,26,26,151
PVX_065690,3789,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_0005680,3790,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0010890,3791,P01,P01,known,6,8,10,10,26,24,130,163
PVP01_0006260,3792,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0001560,3793,P01,P01,known,7,21,34,40,45,46,45,49
PVP01_0218300,3794,P01,P01,known,3,2,4,4,76,84,94,137
PVP01_0007300,3795,P01,P01,known,2,17,23,23,25,23,106,112
PVP01_0007440,3796,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0002390,3797,P01,P01,known,6,8,10,10,26,40,40,161
PVP01_0402800,3798,P01,P01,known,7,14,18,19,61,68,77,82
PVP01_0404100,3799,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0001360,3800,P01,P01,known,2,6,8,8,7,7,7,75
PVX_106220,3801,Sal1,E,known,1,1,7,7,6,6,6,5
PVP01_0006280,3802,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0003790,3803,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0000330,3804,P01,P01,known,1,1,2,2,2,2,2,4
PVP01_0003070,3805,P01,P01,known,5,5,28,31,80,101,113,136
PVP01_0002010,3806,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0003980,3807,P01,P01,known,1,1,12,15,20,17,18,19
PVP01_0423900,3808,P01,P01,known,10,28,48,56,72,83,101,117
PVP01_0002750,3809,P01,P01,known,1,1,1,1,1,1,1,1
PVX_105705,3810,Sal1,J,known,2,7,9,9,8,89,64,94
PVP01_0501500,3811,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0301400,3812,P01,P01,known,1,1,2,2,2,2,23,35
PVP01_0004920,3813,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0840750,3814,P01,P01,known,8,11,19,21,39,37,65,74
PVP01_0624400,3815,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0218400,3816,P01,P01,known,6,8,10,10,17,22,22,65
PVP01_0001410,3817,P01,P01,known,2,7,9,9,8,9,11,15
PVX_115480,3818,Sal1,B,known,1,1,2,2,2,2,23,35
PVP01_0001680,3819,P01,P01,known,2,9,11,11,12,14,14,14
PVX_172270,3820,Sal1,E,known,1,1,19,21,39,37,72,66
PVP01_0009820,3821,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_0004760,3822,P01,P01,known,2,17,23,23,25,23,30,51
PVX_093710,3823,Sal1,E,known,1,1,2,2,19,27,55,55
PVP01_0004480,3824,P01,P01,known,2,7,9,9,8,67,117,144
PVP01_0900300,3825,P01,P01,known,1,12,22,22,24,26,26,31
PVP01_0004130,3826,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0007400,3827,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0003670,3828,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0009780,3829,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_1100600,3830,P01,P01,known,2,17,23,23,25,23,30,51
PVP01_0424000,3831,P01,P01,known,1,1,2,2,2,2,2,91
PVP01_0005270,3832,P01,P01,known,4,3,3,3,3,4,4,21
PVP01_1347600,3833,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_0002020,3834,P01,P01,known,2,9,11,11,12,14,14,14
PVX_173270,3835,Sal1,Sal1,known,1,12,22,22,24,26,26,31
PVP01_0000250,3836,P01,P01,known,1,1,2,2,2,2,2,4
PVX_002495,3837,Sal1,I,known,5,5,6,5,10,10,9,9
PVP01_0001320,3838,P01,P01,known,2,6,8,8,7,7,7,8
PVP01_0737600,3839,P01,P01,known,1,12,22,22,24,26,26,31
PVP01_0424300,3840,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0000860,3841,P01,P01,known,2,9,11,11,48,51,59,97
PVX_043690,3842,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_0003720,3843,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_1035400,3844,P01,P01,known,1,1,1,1,1,1,1,1
PVX_001615,3845,Sal1,E,known,1,1,7,7,6,6,6,5
PVP01_0007430,3846,P01,P01,known,2,18,25,25,28,28,25,26
PVP01_0008030,3847,P01,P01,known,1,1,12,15,20,17,18,19
PVP01_0001840,3848,P01,P01,known,8,11,37,44,50,53,53,52
PVP01_0008290,3849,P01,P01,known,10,19,27,29,34,31,29,30
PVP01_0009320,3850,P01,P01,known,4,3,3,3,3,4,4,21
PVX_032690,3851,Sal1,I,known,5,5,6,5,9,8,8,7
PVX_018660,3852,Sal1,E,known,1,1,2,2,21,18,17,29
PVP01_0200200,3853,P01,P01,known,1,1,2,2,2,2,23,35
PVP01_0002440,3854,P01,P01,known,7,14,18,19,61,68,77,82
PVP01_0000620,3855,P01,P01,known,2,9,11,11,12,14,119,145
PVP01_0735900,3856,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_1149300,3857,P01,P01,known,1,22,41,47,103,131,153,198
PVP01_0005240,3858,P01,P01,known,1,12,22,22,24,26,26,31
PVP01_0007750,3859,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0009050,3860,P01,P01,known,6,8,10,10,26,24,31,76
PVP01_0005350,3861,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0002290,3862,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0004660,3863,P01,P01,known,4,3,3,3,3,4,4,21
PVP01_0735600,3864,P01,P01,known,3,2,4,4,4,3,3,2
PVX_093715,3865,Sal1,Sal1,known,2,17,23,23,25,23,30,141
PVX_000020,3866,Sal1,J,known,2,7,9,9,8,9,11,15
PVP01_0009670,3867,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0000360,3868,P01,P01,known,10,19,27,29,34,31,29,30
PVX_027690,3869,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_0007580,3870,P01,P01,known,2,13,17,18,18,16,16,17
PVX_030190,3871,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_0217900,3872,P01,P01,known,7,21,34,40,45,46,45,49
PVP01_0007950,3873,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0404000,3874,P01,P01,known,1,1,15,16,15,21,49,44
PVP01_0003590,3875,P01,P01,known,2,7,9,9,8,9,11,15
PVP01_0101900,3876,P01,P01,known,1,1,2,2,2,2,2,35
PVP01_0102200,3877,P01,P01,known,1,12,35,38,41,42,146,186
PVP01_0001480,3878,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0007120,3879,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0000940,3880,P01,P01,known,2,6,8,8,7,7,7,8
PVP01_0002510,3881,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0201700,3882,P01,P01,known,2,10,16,43,47,52,52,48
PVP01_0501400,3883,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0010160,3884,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0010150,3885,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0004880,3886,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0300400,3887,P01,P01,known,1,1,2,2,2,2,2,25
PVP01_0001100,3888,P01,P01,known,2,6,8,8,7,7,7,8
PVP01_0001990,3889,P01,P01,known,6,8,10,10,89,113,129,162
PVP01_0006480,3890,P01,P01,known,2,9,11,11,12,14,14,14
PVX_130260,3891,Sal1,Sal1,known,1,1,26,26,31,30,27,27
PVP01_0002490,3892,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0009330,3893,P01,P01,known,6,8,10,10,83,104,120,146
PVP01_0008410,3894,P01,P01,known,2,7,9,9,8,9,70,69
PVP01_0000740,3895,P01,P01,known,2,9,11,11,12,51,59,176
PVP01_0502200,3896,P01,P01,known,2,7,9,9,8,9,11,15
PVP01_0121000,3897,P01,P01,known,4,3,3,3,3,4,4,6
PVP01_0007930,3898,P01,P01,known,8,11,37,44,50,53,53,52
PVP01_0000700,3899,P01,P01,known,2,9,11,11,48,51,133,154
PVX_052690,3900,Sal1,C,known,3,4,5,6,5,5,5,3
PVP01_0001900,3901,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0220200,3902,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0001570,3903,P01,P01,known,8,11,19,21,33,110,118,158
PVP01_0838600,3904,P01,P01,known,7,14,18,19,22,20,20,20
PVP01_0006840,3905,P01,P01,known,1,12,22,22,24,93,95,118
PVP01_0010110,3906,P01,P01,known,1,1,2,2,21,18,17,29
PVP01_0007800,3907,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0005800,3908,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0005920,3909,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0010710,3910,P01,P01,known,8,11,37,44,50,53,53,52
PVP01_0009860,3911,P01,P01,known,0,0,0,0,0,0,0,0
PVX_097540,3912,Sal1,E,known,1,1,2,2,2,2,2,4
PVP01_0004310,3913,P01,P01,known,6,25,46,54,84,105,121,147
PVP01_0002210,3914,P01,P01,known,1,1,7,7,6,6,6,5
PVP01_0004810,3915,P01,P01,known,2,7,9,9,8,89,64,94
PVP01_0004010,3916,P01,P01,known,1,1,1,1,1,1,1,1
PVP01_0004820,3917,P01,P01,known,2,17,23,23,25,23,30,51
PVP01_0500700,3918,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0010440,3919,P01,P01,known,1,1,13,12,11,12,12,13
PVP01_0004960,3920,P01,P01,known,6,8,10,10,75,75,78,83
PVP01_0004030,3921,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0005820,3922,P01,P01,known,3,4,5,6,5,5,5,3
PVP01_1100400,3923,P01,P01,known,3,2,36,30,32,58,61,120
PVP01_0839800,3924,P01,P01,known,6,8,10,10,26,24,31,123
PVP01_0001190,3925,P01,P01,known,2,6,8,8,7,7,7,8
PVP01_0008200,3926,P01,P01,known,2,9,11,11,12,14,14,14
PVX_086880,3927,Sal1,Sal1,known,1,1,2,2,2,2,2,4
PVP01_0001380,3928,P01,P01,known,2,6,8,8,7,7,7,96
PVP01_0219700,3929,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0400200,3930,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0101400,3931,P01,P01,known,1,1,2,2,2,2,23,35
PVP01_0008990,3932,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0000310,3933,P01,P01,known,5,5,28,31,37,34,36,34
PVP01_0009510,3934,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0403500,3935,P01,P01,known,1,1,13,12,11,12,12,13
PVX_004537,3936,Sal1,E,known,1,1,7,7,6,49,47,46
PVP01_0001490,3937,P01,P01,known,6,8,10,10,17,40,40,114
PVP01_0007180,3938,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0010940,3939,P01,P01,known,5,5,6,5,9,8,8,7
PVP01_0011130,3940,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0009400,3941,P01,P01,known,6,8,10,10,49,40,40,65
PVP01_0001350,3942,P01,P01,known,2,16,21,57,68,78,90,105
PVP01_0800600,3943,P01,P01,known,1,1,2,2,2,2,2,4
PVP01_0006730,3944,P01,P01,known,4,3,3,3,3,4,4,6
PVX_023685,3945,Sal1,I,known,5,5,6,5,9,8,8,7
PVP01_0003680,3946,P01,P01,known,2,7,9,9,8,9,70,69
PVX_054690,3947,Sal1,I,known,5,5,6,5,9,8,8,7
PVP01_0010380,3948,P01,P01,known,1,1,7,7,6,6,6,5
PVP01_0002380,3949,P01,P01,known,4,3,3,3,3,11,4,12
PVP01_0003630,3950,P01,P01,known,2,7,9,58,73,85,91,106
PVP01_0005540,3951,P01,P01,known,1,1,1,7,6,6,6,5
PVP01_0101600,3952,P01,P01,known,1,1,2,2,2,2,2,25
PVX_106725,3953,Sal1,E,known,1,1,12,15,20,17,18,19
PVP01_0001550,3954,P01,P01,known,2,7,9,9,8,9,11,15
PVX_120330,3955,Sal1,C,known,3,4,5,13,13,13,13,11
PVP01_0004910,3956,P01,P01,known,2,9,11,61,77,95,105,126
PVP01_0006410,3957,P01,P01,known,4,3,3,3,3,4,4,12
PVP01_0009360,3958,P01,P01,known,2,9,11,11,12,14,14,14
PVP01_0000880,3959,P01,P01,known,2,9,11,11,48,51,59,97
PVX_051190,3960,Sal1,Sal1,known,1,12,22,22,24,26,26,31
PVX_048190,3961,Sal1,I,known,5,5,6,5,10,10,9,9
PVP01_0009480,3962,P01,P01,known,8,11,30,33,38,35,34,42
PVP01_0004430,3963,P01,P01,known,5,5,6,5,10,10,9,9
PVP01_0001300,3964,P01,P01,known,2,7,9,9,8,9,11,15
PVP01_1471200,3965,P01,P01,known,2,20,31,34,69,82,93,108
PVP01_1148200,3966,P01,P01,known,1,1,12,46,52,64,73,78
PVX_038190,3967,Sal1,E,known,1,1,1,1,1,1,1,1
PVP01_0010310,3968,P01,P01,known,8,11,19,21,33,110,118,158
PVP01_0217500,3969,P01,P01,known,1,1,2,2,2,2,2,58
PVP01_0007910,3970,P01,P01,known,4,3,3,3,3,11,10,10
PVP01_1271700,3971,P01,P01,known,1,1,15,16,15,56,49,44
PVP01_0000730,3972,P01,P01,known,2,9,11,11,65,125,145,184
PVP01_0003520,3973,P01,P01,known,2,13,17,18,18,16,16,17
PVP01_0004670,3974,P01,P01,known,3,2,4,4,4,3,3,2
PVP01_0533900,3975,P01,P01,known,1,1,15,16,15,21,21,22
PVX_119215,3976,Sal1,Sal1,known,7,21,34,40,45,46,45,193
PVP01_0000910,3977,P01,P01,known,2,9,11,11,65,73,82,107
PVX_006580,3978,Sal1,C,known,3,2,4,4,4,3,3,2
PVP01_0003640,3979,P01,P01,known,2,13,17,18,18,16,16,17
