"Gene ID","source_id","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Deprecated?","Gene Name or Symbol","Previous ID(s)","Product Description","Transcript Product Description","Chromosome","Genomic Location (Gene)","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Paralog count","Protein Length","CDS Length","Molecular Weight","Isoelectric Point","Interpro ID","Interpro Description","PFam ID","PFam Description","PirSF ID","PirSF Description","Prositefamilies ID","Prositefamilies Description","Smart ID","Smart Description","Superfamily ID","Superfamily Description","TigrFam ID","TigrFam Description","GeneDB Updated Product Name"
"PVP01_0838600","PVP01_0838600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","906","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,646,631..1,647,801(-)","PvP01_08_v2:1646631..1647801(-)","PvP01_08_v2","15","5","301","906","35824","7.34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0838700","PVP01_0838700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","921","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,650,411..1,651,611(-)","PvP01_08_v2:1650411..1651611(-)","PvP01_08_v2","15","5","306","921","36139","8.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0838800","PVP01_0838800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","909","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,654,713..1,655,893(-)","PvP01_08_v2:1654713..1655893(-)","PvP01_08_v2","1","0","302","909","35241","8.4","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0838900","PVP01_0838900.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","921","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,658,513..1,659,718(-)","PvP01_08_v2:1658513..1659718(-)","PvP01_08_v2","15","5","306","921","36233","8.45","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839000","PVP01_0839000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","915","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,662,838..1,664,030(-)","PvP01_08_v2:1662838..1664030(-)","PvP01_08_v2","0","1","304","915","35767","7.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839100","PVP01_0839100.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","810","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,666,657..1,667,596(-)","PvP01_08_v2:1666657..1667596(-)","PvP01_08_v2","15","5","269","810","31933","9.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839200","PVP01_0839200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","924","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,671,088..1,672,287(-)","PvP01_08_v2:1671088..1672287(-)","PvP01_08_v2","0","1","307","924","36438","6.16","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839300","PVP01_0839300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","915","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,674,104..1,675,302(-)","PvP01_08_v2:1674104..1675302(-)","PvP01_08_v2","15","5","304","915","35628","8.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839400","PVP01_0839400.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","2589","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,679,149..1,682,126(-)","PvP01_08_v2:1679149..1682126(-)","PvP01_08_v2","22","4","862","2589","99436","7.66","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839500","PVP01_0839500.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1746","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,688,028..1,690,208(+)","PvP01_08_v2:1688028..1690208(+)","PvP01_08_v2","5","1","581","1746","69025","7.91","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839600","PVP01_0839600.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1641","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,692,348..1,694,241(+)","PvP01_08_v2:1692348..1694241(+)","PvP01_08_v2","16","2","546","1641","59536","9.34","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839700","PVP01_0839700.1","3","3","1","1761","N/A","reverse","pseudogene","Yes","2211","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","8","PvP01_08_v2:1,698,625..1,700,933(-)","PvP01_08_v2:1700480..1700933(-)","PvP01_08_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839800","PVP01_0839800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1503","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,703,508..1,705,144(-)","PvP01_08_v2:1703508..1705144(-)","PvP01_08_v2","0","3","500","1503","55611","5.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0839900","PVP01_0839900.1","4","4","1","N/A","N/A","forward","pseudogene","Yes","1737","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","8","PvP01_08_v2:1,707,620..1,709,617(+)","PvP01_08_v2:1707620..1709617(+)","PvP01_08_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0840500","PVP01_0840500.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","852","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,733,575..1,734,703(-)","PvP01_08_v2:1733575..1734703(-)","PvP01_08_v2","82","12","283","852","33884","7.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0840600","PVP01_0840600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","927","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,737,930..1,739,123(-)","PvP01_08_v2:1737930..1739123(-)","PvP01_08_v2","3","21","308","927","35665","6.34","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0840700","PVP01_0840700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1095","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,742,127..1,743,465(-)","PvP01_08_v2:1742127..1743465(-)","PvP01_08_v2","0","14","364","1095","43004","4.75","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0840750","PVP01_0840750.1","2","2","1","N/A","N/A","forward","protein coding gene","No","474","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,745,097..1,745,673(+)","PvP01_08_v2:1745097..1745673(+)","PvP01_08_v2","0","0","158","474","17200","4.74","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0840800","PVP01_0840800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1380","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,748,511..1,750,141(-)","PvP01_08_v2:1748511..1750141(-)","PvP01_08_v2","3","3","459","1380","52513","6.15","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0840900","PVP01_0840900.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","885","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,753,350..1,754,491(-)","PvP01_08_v2:1753350..1754491(-)","PvP01_08_v2","0","2","294","885","34879","8.25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0841000","PVP01_0841000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1773","No","N/A","N/A","PIR protein","PIR protein","8","PvP01_08_v2:1,757,214..1,759,241(+)","PvP01_08_v2:1757214..1759241(+)","PvP01_08_v2","0","0","590","1773","63663","9.36","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900300","PVP01_0900300.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1026","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:11,985..13,251(+)","PvP01_09_v2:11985..13251(+)","PvP01_09_v2","0","2","341","1026","40115","7.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900500","PVP01_0900500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","816","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:26,497..27,575(+)","PvP01_09_v2:26497..27575(+)","PvP01_09_v2","0","1","271","816","31570","5.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900600","PVP01_0900600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1341","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:31,220..32,833(-)","PvP01_09_v2:31220..32833(-)","PvP01_09_v2","2","0","446","1341","50496","9.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900700","PVP01_0900700.1","3","3","1","749","77","reverse","protein coding gene","No","1942","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:35,242..37,465(-)","PvP01_09_v2:35991..37388(-)","PvP01_09_v2","2","0","371","1116","44025","6.83","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900750","PVP01_0900750.1","3","3","1","719","N/A","forward","pseudogene","Yes","737","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","9","PvP01_09_v2:40,343..41,082(+)","PvP01_09_v2:40343..40360(+)","PvP01_09_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900800","PVP01_0900800.1","3","3","1","N/A","N/A","forward","protein coding gene","No","870","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:44,526..45,677(+)","PvP01_09_v2:44526..45677(+)","PvP01_09_v2","15","5","289","870","33867","8.31","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900850","PVP01_0900850.1","1","1","1","480","N/A","forward","pseudogene","Yes","546","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","9","PvP01_09_v2:48,589..49,134(+)","PvP01_09_v2:48589..48654(+)","PvP01_09_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0900900","PVP01_0900900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1665","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:53,133..54,957(+)","PvP01_09_v2:53133..54957(+)","PvP01_09_v2","2","0","554","1665","61458","4.61","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0901000","PVP01_0901000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1056","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:60,691..62,000(+)","PvP01_09_v2:60691..62000(+)","PvP01_09_v2","8","0","351","1056","40952","7.06","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0901100","PVP01_0901100.1","4","4","1","1197","N/A","forward","pseudogene","Yes","1287","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","9","PvP01_09_v2:64,667..66,228(+)","PvP01_09_v2:64667..64902(+)","PvP01_09_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949400","PVP01_0949400.1","3","3","1","516","357","forward","protein coding gene","No","2133","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:2,186,564..2,188,956(+)","PvP01_09_v2:2186921..2188440(+)","PvP01_09_v2","3","1","419","1260","49748","5.05","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949450","PVP01_0949450.1","3","3","1","582","N/A","reverse","pseudogene","Yes","825","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","9","PvP01_09_v2:2,191,288..2,192,402(-)","PvP01_09_v2:2192160..2192402(-)","PvP01_09_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949500","PVP01_0949500.1","3","3","1","120","711","reverse","protein coding gene","No","1818","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:2,196,078..2,198,189(-)","PvP01_09_v2:2196198..2197478(-)","PvP01_09_v2","1","0","328","987","38989","8.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949600","PVP01_0949600.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1398","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:2,200,995..2,202,654(+)","PvP01_09_v2:2200995..2202654(+)","PvP01_09_v2","3","1","465","1398","55238","5.01","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949650","PVP01_0949650.1","5","5","1","1122","N/A","reverse","pseudogene","Yes","1170","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","9","PvP01_09_v2:2,204,860..2,206,159(-)","PvP01_09_v2:2206112..2206159(-)","PvP01_09_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949700","PVP01_0949700.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1287","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:2,209,818..2,211,409(+)","PvP01_09_v2:2209818..2211409(+)","PvP01_09_v2","3","0","428","1287","48331","5.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0949900","PVP01_0949900.1","3","3","1","882","N/A","reverse","pseudogene","Yes","1095","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","9","PvP01_09_v2:2,217,932..2,219,278(-)","PvP01_09_v2:2218929..2219278(-)","PvP01_09_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0950000","PVP01_0950000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1389","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:2,221,356..2,223,008(+)","PvP01_09_v2:2221356..2223008(+)","PvP01_09_v2","0","0","462","1389","51517","9.42","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0950200","PVP01_0950200.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2025","No","N/A","N/A","PIR protein","PIR protein","9","PvP01_09_v2:2,232,999..2,235,640(-)","PvP01_09_v2:2232999..2235640(-)","PvP01_09_v2","0","0","674","2025","78433","8.21","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000100","PVP01_1000100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1074","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:4,247..5,557(+)","PvP01_10_v2:4247..5557(+)","PvP01_10_v2","20","4","357","1074","42426","6.5","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000200","PVP01_1000200.1","5","5","1","N/A","N/A","forward","protein coding gene","No","2205","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:8,117..11,108(+)","PvP01_10_v2:8117..11108(+)","PvP01_10_v2","32","6","734","2205","87705","8.36","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000300","PVP01_1000300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","978","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:14,112..15,375(-)","PvP01_10_v2:14112..15375(-)","PvP01_10_v2","17","6","325","978","38114","5.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000400","PVP01_1000400.1","5","5","1","N/A","N/A","reverse","pseudogene","Yes","723","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:17,870..18,845(-)","PvP01_10_v2:17870..18845(-)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000500","PVP01_1000500.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1149","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:21,878..23,255(-)","PvP01_10_v2:21878..23255(-)","PvP01_10_v2","7","10","382","1149","44408","6.49","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000550","PVP01_1000550.1","6","6","1","633","N/A","reverse","pseudogene","Yes","699","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:27,611..28,319(-)","PvP01_10_v2:28254..28319(-)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000600","PVP01_1000600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","945","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:30,761..31,970(-)","PvP01_10_v2:30761..31970(-)","PvP01_10_v2","5","0","314","945","36407","4.91","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000700","PVP01_1000700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","996","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:36,096..37,344(-)","PvP01_10_v2:36096..37344(-)","PvP01_10_v2","3","0","331","996","38767","8.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000800","PVP01_1000800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","780","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:39,666..40,758(-)","PvP01_10_v2:39666..40758(-)","PvP01_10_v2","2","1","259","780","30025","6.03","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1000900","PVP01_1000900.1","2","2","1","N/A","N/A","forward","protein coding gene","No","906","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:47,731..48,763(+)","PvP01_10_v2:47731..48763(+)","PvP01_10_v2","20","4","302","906","35793","5.73","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001000","PVP01_1001000.1","2","2","1","N/A","N/A","forward","protein coding gene","No","996","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:51,212..52,318(+)","PvP01_10_v2:51212..52318(+)","PvP01_10_v2","20","4","331","996","38943","4.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001100","PVP01_1001100.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1008","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:56,077..57,339(-)","PvP01_10_v2:56077..57339(-)","PvP01_10_v2","17","6","335","1008","39259","6.06","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001200","PVP01_1001200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","912","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:59,756..61,021(-)","PvP01_10_v2:59756..61021(-)","PvP01_10_v2","0","0","303","912","35122","6.8","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001300","PVP01_1001300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","984","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:63,472..64,716(-)","PvP01_10_v2:63472..64716(-)","PvP01_10_v2","1","2","327","984","37641","6.38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001400","PVP01_1001400.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1083","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:67,253..68,574(-)","PvP01_10_v2:67253..68574(-)","PvP01_10_v2","7","10","360","1083","41280","5.52","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001500","PVP01_1001500.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1080","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:72,674..73,998(-)","PvP01_10_v2:72674..73998(-)","PvP01_10_v2","7","10","359","1080","41495","6.39","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001600","PVP01_1001600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1074","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:75,969..77,287(-)","PvP01_10_v2:75969..77287(-)","PvP01_10_v2","1","0","357","1074","40872","7.88","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001700","PVP01_1001700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1008","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:79,620..80,878(-)","PvP01_10_v2:79620..80878(-)","PvP01_10_v2","1","0","335","1008","38603","7.25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001800","PVP01_1001800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1116","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:84,637..85,997(-)","PvP01_10_v2:84637..85997(-)","PvP01_10_v2","1","2","371","1116","43038","7.34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001850","PVP01_1001850.1","8","8","1","567","N/A","reverse","pseudogene","Yes","696","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:90,121..90,956(-)","PvP01_10_v2:90825..90956(-)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001900","PVP01_1001900.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","975","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:94,210..95,603(-)","PvP01_10_v2:94210..95603(-)","PvP01_10_v2","9","5","324","975","37116","6.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1001950","PVP01_1001950.1","3","3","1","666","N/A","reverse","pseudogene","Yes","927","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:98,027..99,085(-)","PvP01_10_v2:98825..99085(-)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1002000","PVP01_1002000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1011","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:101,154..102,692(-)","PvP01_10_v2:101154..102692(-)","PvP01_10_v2","3","0","336","1011","39318","8.28","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
